participant_id,track_id,full_response_text
225,a,"Dance, Good mood I love Donald Byrd music. Also, this track cheers me up. Makes me feel happy and positive.  Not really. "
225,b,"Oh, this song. I haven't listened to it for a while. it's part of my favourite Bonobo's albums. It's a great track for background music. It's not my favorite which I'd play over and over again.  Also, it's good for working as it's instrumental. Yes and no. Yes because it makes me focus and reminds me of positive times. No - it doesn't bring any clear memory of a specific moment with this track. "
226,a,"Can't make up my mind if it makes me happy or sad. Because I love Holliday's voice, and the way she puts such emotion into her songs. Love the tune, love her voice, love the arrangement. Not particularly, it evokes no specific memories. I just like it."
226,b,"Don't know if I've heard this before! Bought all on Benson's albums within short space of time, and put them all on my iPod to listen later. Benson's voice is soothing, and it has interesting chord progressions. No. Not actively listened to it before."
227,a,"Unusual for the artist and musical genre that he normally sings in (Country). The unexpected experience and personal curiosity. Time of year (it's almost summer, it's a long weekend here and weather is supposed to be mild (later than usual this year), unusual treatment of song, favorite song among jazz standards. Yes.  Have listened to it often, enjoy the melody, often play on piano."
227,b,"Fun, and sexy! Love this saucy song, especially the silliness of the words. Fun arrangement, silliness of the words, artist is a favorite of mine. One of the first jazz artists that I identified with, and purchased multiple albums from."
228,a,Phenomenal song played by the greatest guitarist of all time.  It also reminds me of Goodfellas because this song is in the movie.   I am a massive Eric Clapton fan and I believe his work with Cream is some of his best.   It has great lyrics and an awesome guitar riff. Yes it reminds me of Italian mob movies as well as music from the 60's.  
228,b,Tom Petty and his Super Bowl performance.   I love Tom Petty and his work with the Heartbreakers.  I believe Tom Petty has one of the most unique voices in all of music.   No I just enjoy listening to it. 
229,a,It was very relaxing and had an upbeat tempo. I have listened to it a lot so it was getting old after awhile.  It lightens the mood and is a good sing along song.  I like I because it is different then most of his songs but also has a different tune then most pop music today.  No. 
229,b,"Seeing him live at Outside Lands!  It's a catchy song and it's just fun to listen to!  It's a feel good song and it vibes.  Yes, it reminds me of summer the the music festival. "
230,a,"Old fashioned piano solo/Part of an album that interests me. /Pleasant, off-the-peg British library music of the 50s - a favourite style of mine. /Yes - as a leading figure in the knowledge of the genre I am often asked information about this kind of music, so it's essentially research material, but I like to listen to it anyway."
230,b,"Romantic strings - again 50s music. \Part of an album I bought. \Similar reason - a style and era of music I like and find relaxing and not too challenging. \Light music of the 50s is a specialist subject of mine, so it's a part of research alongside a style I like to listen to and perform."
231,a,"Upbeat, fun/I like it/It's upbeat and good background music to just put on shuffle while I'm busy or working /I guess. I came across it a couple months ago and really liked it and actually named a playlist after it because it set the tone for the rest of the songs on the playlist."
231,b,"It's a fun song but I don't know it well\I heard it on a different playlist a while ago and it fit the feel of the playlist so I added it. \It's a fun song to listen to \Not really. I haven't listened to this song a whole lot, it's just on the playlist"
232,a,"Dancing I love the energy of the song and it helps me walk faster than usual It's sung by one of my favourite drag queens, the vocals are great and it makes me feel energetic No, i just discovered it in one of Adore's albums and I liked it"
232,b,"Gipsy I love the vocals and the feeling it gives me Because it's a modern day rock cover of an old gipsy song. It makes me feel like dancing and it makes my heart beat faster No, I just found it on YouTube by accident"
233,a,The melancholic beauty of its sound and lyrics./Troye Sivan released 3 of the music videos from his first album as a trilogy where each followed on from the other and I downloaded Talk Me Down after having listened to Wild and Fools as I thought I'd be sure to enjoy the final song in the trilogy if I loved the first two so much and it turned out to be the best in the trilogy. I got the album for Christmas and Talk Me Down is still my favourite song of his./A lot of the music I listen to is more upbeat but I enjoy slower songs like this too and even consider it to be my favourite single of 2016. The song does a great job of transporting you into its story as Troye soulfully sings the song's simple yet effective lyrics complimented by some excellent production which is paced very well feeling subtle at times and then more dramatic as the song goes on. /It's not a song that I relate to personally but I have listened to it many times due to how much I love it and I did think of its brillia
233,b,The message of this song which has helped me become more comfortable with my sexuality.\Because its a great song and a song that I can help pick me up at times when I'm feeling down especially if its due to someone's homophobia or if I'm worrying about what others might think of my sexuality.\Its an upbeat encouraging song aimed at gay people but the lyrics aren't too specific so some people could relate to it for other reasons. I really like its lyrics and too and Joey does have a good voice.\I first listened to this track when I was on the bus back home from town after someone had been homophobic towards me. I wanted to listen to some music to cheer me up and had heard about this song so I decided to give it a listen. I really enjoyed listening to it and its lyrics and music video made me feel better and the song has helped me to feel more comfortable about my sexuality and it has helped me feel more confident about being open about who I am. I selected 'enjoy' rather than 'really en
234,a,"Former jazz singing lessons from 5 years ago plus the people I knew then.  On an album by an artist I like Laid back rhythms, great vocal, interesting message  Not as such, only as a song. "
234,b,"How sad it is that the artist died so young.  Loved one particular track so bought the album. This was on the album.  So bittersweet not just because of her death but the message of the song.  Not as such, only as a track I'm happy to listen to. "
235,a,"Joy, celebration that Jesus Christ is victorious over death I listen to a lot of Christian Music and this is one of my favourite tracks, especially if I want to sing it as a worship song . It is upbeat and joyous, which is the kind of music I really enjoy Yes. It is from one of my favourite albums. I also introduced it to a friend who really loved it so I think of her when I listen to it"
235,b,"Excitement Again it is an upbeat song about a relationship with God, which is the kind of song I would choose to listen to It is upbeat, about God and challenges me to see what my priorities are No. While I really enjoy it, it doesn't really remind me of any personal connections"
236,a,Wilderness and freedom Lyrics and vocal quality great tune and lyrics. very evocative. Yes. Takes me back to songs and sounds that i found evocative in my younger yeaars.
236,b,"carefree person story, musical backing Tells a story. I can sing along to yes  knew it years ago and recently found this new recording"
237,a,"Period abroad at university with the impending end of my relationship with a boy from America I really like the song and it gives me bittersweet nostalgia about a significant period of my life. Nostalgia that lets me reflect on the choices I have made and how I have grown as a person I really love the lyrics Yes. It was a meaningful song and I really connected with the lyrics several years ago when I was going through the imminent end of my relationship. The song is based on the book by John Green about two young people with cancer and the eventual death of one of the protagonists. The song covers how ""pain demands to be felt"" and how everything that was once meaningful will stop as if it never mattered. I really connected to the bargaining aspect of the grieving process (about how I will ""be better if you stay""). As I knew that once my boyfriend and I left the country that we would never see each other again. Almost like a bereavement. It allowed me to connect to and express my emotio"
237,b,"Summer nights as a teenager smoking weed in a park I love the band The Cat Empire so I have all their albums on my device It's easy and chilled listening No. I just like the song. Sometimes it makes me think about what the song might be about. One of the lead singers is Jewish, and the song is about not being afraid and standing up for other people. It sometimes makes me wonder what I would do in such a situation. But the thought is fleeting if it occurs at all."
238,a,"The lyrics, i love the first lines as they are so descriptive ""you're falling apart from the inside out""/It's one I like to use under different conditions - driving, housework, gym/The track makes me feel good, the music is almost defiant and makes me feel empowered./Not really"
238,b,"Sexy,  sultry, seductive but again empowering.\One I enjoy driving to.  I usually sing along as well. \I like to sing along and I love some of the lyrics as they portray an almost desperate yearning.\No.  I like the track and remember it from being younger too but it doesn't have a special meaning."
239,a,I haven't actually listened to it yet It automatically keeps a record of all purchases I haven't listened to it before No
239,b,"I really like this song, it makes me so happy It automatically saves all purchases It's the finale of one of my favourite musicals Yes, the musical it's from got me through some hard times"
240,a,It's got a wonderfully syncopated bass line... /It was a song from a list I made to remember my Dad. He used to play loads of Beatles songs. when I was younger. /I enjoy the track because it is a fun upbeat number. It is not my favourite from the playlist but I definitely enjoyed listening to it. The bass line groove is the best thing about it for me. /As mentioned I created the playlist in memory of my Dad who passed away in 2016. This song in particular is not of big significance but it was certainly one he played to me when I was a young boy as it is off the Rubber Soul album one of his favourites.
240,b,"A wave of nostalgia about times with my Dad over my lifetime. \Running On Faith is part of the unplugged album from Eric Clapton that I love very much - I added it to the playlist in memory of my Dad in 2016.  \I love this song, in particular, the slide guitar and emotive lyrics. The song is very poignant for me and my family after my Dad passed away and though the raw emotion the song triggers is a little hard it is a welcome one. I think this album has really helped me process the loss. \Yes I do it is a wonderful song that resonates very deeply with me. The acoustic guitars are very well played - a beautiful song all round and very special for me."
241,a,"Old movies and winter I like listening to this style of music when I am traveling between work and home. It's easy listening No, I came across it once on a Jazz album"
241,b,"Musicals, going to the theatre I like watching/listening to musicals I enjoy doing musical theatre and the energy from the songs i've never seen this musical or performed it. Just came across it on youtube once."
242,a,I like to run to this song I liked the cool piano riff I enjoy it because it's upbeat and has cool instrumentals  No. I just like to run to it.
242,b,"Listening to this album on the train. I like the ukulele. I like they lyrics and the ukulele. No. I like the song, but I don't have any great memories associated with listening to it."
243,a,"I love this song/I love acoustic versions of songs and I love the singers voice and the piano melody. /I've just discovered this song, so it's still relatively new for me. I enjoy the lyrics. /No, I just like the way it sounds."
243,b,"My school trip to Rome. \It became really popular some years ago, and eventually it was always stuck in my head so I decided to save the track. \It's a fun song and it puts me in a good mood. \Yes, when I went on a school trip to Rome we listened to the song non-stop and it became our ""Rome Song"". So all the time I hear the song, I think of the amazing trip to Rome."
244,a,"High school/Long time fan of Bryan Adams - one of my favourite songs/Always been a fan of Bryan Adams, grew up listening to his songs, don't think there's many of his songs that I don't like. Its catchy and just the right tempo./This particular track reminds me of high school which is when I first heard the song. I was around 13 years old. Bryan Adams had recently come to Pakistan to perform a concert (the first ever Western artist to do so) and we were all a bit giddy from the experience."
244,b,"Nothing really\It's one of John Mayers most recent releases and he hasn't released any new music in a while. Was intrigued. \Catchy chorus \No. I've only recently heard it (approx 1-2 months ago), not a huge fan, haven't really formed any opinion/relationship with it."
245,a,"The sheer complexity and beauty of the music and how easy the choir make it sound.  I am currently learning the piece and have fallen in love with it (and the whole album it's from).  Westminster Cathedral Choir were second to none under Mr O'Donnell and their interpretation, balance etc makes this a really outstanding performance.  Yes. I'm currently learning the piece. As a singer, and one who sings in church choirs, it's important to connect and really believe what you're singing. No one wants to stand there like anpudding just pushing the sound back out there with no real understanding. "
245,b,"Just how amazing the soloist at the beginning of the track is! We saw Matilda in the West End, it's a cracking show. My son asked if we could download the soundtrack, so we did! The energy of the performance, Tim Minchins Music, its great!  Yes. When it comes on, much to my children's embarrassment, I will sing along...loudly! "
246,a,Seeing Muse perform it live I love Muse.  It is just a great rock track and it makes me think of happy times going to concerts with my wife and sons.  Yes because i live to sing aling with it when I'm on my own. 
246,b,"It reminds me of holidays on the beach.  It's from the Sunset Ibiza album which I have in my iPod as I like most of the tracks in this album.  I find it relaxing, it has a good beat and it reminds me of beach holidays.  Yes. Because I like the lyrics and the miod of the track fires my imagination. "
247,a,It reminds me of a festival in summer where I saw it live Because it was a new album and I like James Blake's music It just sounds unique and I like his voice I saw James Blake live so it reminds me of that 
247,b,It sounds cool  Because it sounds cool It reminds me of someone  See above
248,a,As this is a Bhangra track (a type of music that originates from the Punjab region of India) the first thing that comes to mind is Punjabi weddings and parties.  I genuinely love Punjabi/bhangra music and it's the genre I listen to the most.  I'm Punjabi myself so this type of music is a big part of my culture.  Yes. I'm proud to be Punjabi and intact with my Punjabi roots. 
248,b,"Again, this reminds me of wedding season as it's also a Punjabi/Bhangra track. However, this one also reminds me of university and my friends as I remember asking them if they had heard this yet.  Same reasons as before. Also, I just love listening to this type of music as it's usually very upbeat and reminds me of good times I've had with family and friends.  Same reasons as before.  Yes. Same reasons as before. "
249,a,"Acoustics, Guitar, Love, Happiness, 
Home Liked the artist and other songs on the album Very catchy and sounds nice, sounds happy  No"
249,b,"Life, growing up, university school and education, establishmentism or the system  Catchy  Catchy, gets in your head  No"
250,a,"Good house party track, summer beach party /Like the music and drop in the songs. Reminds me of summer holidays beach club parties/Reminds me of fun crowd, sun and fun/No really although it does remind me of summer holidays"
250,b,"Clubbing in London, party with friends and a good Lightshow \Like the tune.. reminds me of a fun night  out\Reminds me of time off, having fun with friends \Not directly but reminds me of time off"
251,a,"It reminds me of being a teenager and continuously flicking through all of the music channels on TV to find the video for this song./Because I love the song - a guilty pleasure - and it brings back good memories for me./It's a happy song for me. I know all of the lyrics./Yes - it reminds me of being a teenager, of listening to it on repeat, of summer days going to a music festival which Blue headlined and brought much excitement to an otherwise sleepy part of Devon."
251,b,It's another song from my teenage years!\It brings back good memories for me - I would have added it to my 90s girl groups playlist.\It's not my favourite song - almost a filler for a longer playlist.\Not really - it's just a song I recognise from being younger.
252,a,"That the song is catchy and upbeat.  I like Little Mix and I enjoy pop music.  I enjoy listening to the track because it is relatable and upbeat.  Yes, I would associate it with past experiences. "
252,b,"That it was one of my favourite songs when it was released. I saved this track as I still enjoy listening to it, it still appeals to me.  I enjoy listening to this track as it is catchy, reminds me of times around its release.  Yes, it surrounds unrequited love, you can imagine something between yourself and another person but don't know how they feel. I relate to that idea. "
253,a,"feel happy
feel upbeat i enjoy the song i enjoy it no, i do not connect with any of the lyrics "
253,b,to sing along! its a song that makes you join in and sing its different from other music that is out at the minute yes it makes you think of your past also
254,a,Nights out at KRAP. I liked the song and the band is one of my favourites. It's just really good. No
254,b,"Download festival 2016 It is a good song and will always provide memories. I don't really know, I just really like the song. Yes in a sense due to seeing it live and having that experience."
255,a,It is a lovely love story song that brings out my emotions. It was a song that Mum and I used to listen to when I was very little. Now it reminds me of my boyfriend as it was one of the first songs we found out that we both like.  The lyrics mean things to me. 
255,b,I got soul but Im not a soldier' shows that anyone can be kind honest and brave regardless of their background. It is my step mum's favorite song.  It is a song that my 8 year old brother sings in the car with me and my 11 year old sister and they have been singing it for over 4 years As above
256,a,"That I am glad it's this song and not some random crap that's buried in my iTunes library. I love the sound of Com Truise, especially all the material he released in 2011. This song is from that period. I was a big Boards Of Canada fan and before that, a huge Aphex Twin fan.  I love that downtempo IDM sound that Com Truise puts his own spin on. I find his music aesthetically pleasing for any type of mood I'm in. I listened to a lot of Com Truise in 2011. All those songs from those few releases that year remind me of that year in a nostalgic way, but it's also music I know I will enjoy forever."
256,b,"HA! Such a contrast from Com Truise. Takes me WAY back. ""...And Justice For All"" will always be my favorite Metallica record. I miss this era of Metallica, when they didn't care about what people thought, they just created whatever they wanted.  It was the last time they were ever looked at as musical innovators. This song is a good example of that. Not this particular track, but this is the record that turned me into metal, which I am still an avid fan of. I remember hearing ""One"" around the time it came out (I was 10 years old) and thinking that it was the greatest music I've ever heard. Still waiting for them to release a much needed remastered version of the record."
257,a,Love that opening riff Bought the album Love the riff & feel of the song Yes it was one of the first tracks that got me into ZZ Top
257,b,Not heard this for a while  Bought the album  Love the song  Yes. Takes me back to the  time it was released 
258,a,Emo I like it. It gets me in touch with my feels Yes
258,b,Drugs Its trippy Gets me pumped Yes
259,a,"This song reminds me of the summer time and playing music really loud in the summer holidays /Because I really love the song, it makes me feel really good and upbeat./It's a feel good song, always makes me feel happy./I'm not sure"
259,b,"It brings back memories of seeing The Lion King at the theatre \I really enjoyed the theatre production and wanted to be able to listen to the music whenever I wanted to.\I really enjoy it as it brings back some really good memories of a wonderful evening with a close friend. The music is beautiful too\Yes, it takes me back to a very special evening"
260,a,"First year at university. Ed Sheeran is one of my favourite artists. I enjoy listening to this song as it brings back memories. Yes, I listened to it a lot when I was going through a break up in my first year of university. "
260,b," Car journeys. I heard it on the radio and liked it. I enjoyed listening to it as it's a catchy, up-beat song.
 No, I just like listening to it. "
261,a,An oldie but a goodie All of my music is on my device. It's a band whose music I like and the song is quite upbeat and catchy. No. It's not one I would pick out to listen to if I was asked to choose a song by this artist.
261,b,"Nothing in particular All my music is on my device I liked fast, rocky numbers. No. This album was bought for me and, whilst I do like it, I haven't listened to it enough to say I have a relationship with any song from it."
262,a,Gimell pairing of top treble parts Went to the 2014 concert & got hooked on the music Love the tonality & structure. Recording / performance is also badically flawless Yes. Escaping awful job in France to go to Peterborough cathedral & hear this..
262,b,"Joyful bouncing between the two choirs Love Herreweghe's Bach Superb music, superbly performed Was one of the first Bach pieces I knew"
263,a,The lyrics and the crescendo close to the end of the song  Because I listen to it over and over again  I love singing along  No
263,b,The rap verses  I like rap  I'd like to learn the lyrics  No
264,a,"ha! love it! Its a fun song! I love listening to it.  Its a good song to dance and sing to. 

Its also really well known, so good for parties etc.  Not really, except that I love it! "
264,b,"oh I like this song.  Like Wake Me Up, its another song I will listen to without getting bored. 

Often I will skip between tracks, but this playlist is full of songs I love to listen to.  I like that its pretty chilled out, but then also ramps up a bit in the chorus. I find the words interesting. I like the general sound world of the Stereophonics.  This is the sort of thing I would listen to as a teenager, so I guess in that sense I do. It reminds me of teenage me, as if I were an old friend. "
265,a,"The second song I ever heard by this group, who are now my favourite group. It's enjoyable to listen to and it also reminds me a bit of the summer 2013. It's upbeat and fun to sing along with the parts that I know It's a track that makes me feel happy whenever I hear it because of it's link with when I first started listening to Kpop and BTS as a group"
265,b,"It's chorus is catchy It's a song that I enjoy listening to, and I generally appreciate it when it comes on shuffle The singers are good and the beat is fun to listen to. I wouldn't be super upset if I couldn't listen to it ever again but it's nice to have when it comes on in shuffle."
266,a,"Road trips in my first car singing at the top of my lungs It was a song that gave me good feelings & brought me back to a place where I had less responsibility & more freedom. Good tempo, lifts my spirits through the music, I use it while I exercise also.  Yes & no. It's not tied to any specific event or experience but connects me to a time & somewhat place"
266,b,Summers working It's a song I can sing aloud to I can sing my heart out to this song whether while running or driving in the car or cleaning around the house.  No. Not a specific relationship. I love the band & the majority of their songs
267,a,A sense of calmness and serenity. Because it puts my life into perspective when  I feel anxious or worried about something. Because it calms me down and makes me think of only positive things all negative things just fall away. Yes- It's a christian track so when I play it it makes me think of God and his promises so it gives me a perspective and reminder that I am loved.
267,b,I think love and relationships. Because it makes me happy and hopeful for the future. Because it refers to struggles in life and reminds me of the fact that we all have them. No
268,a,"It feels calm, relaxed (but I remember the video well, which I enjoyed) for now but I am awaiting the build up / for the tune to kick-in properly... Absolutely love this track & any similar EDM, clubbing style music... Although I listen to an extremely diverse mix of music from all era's & genre's. ... At the time of release, this track & band were quite different to other music out there & instantly liked it.
Also, it is guaranteed to lift my mood & help to give me the 'friday feeling' / wanting to go out, put more music on & have fun!
Also I like the break in the song (approx 2min 30) where it introduces rap & then smashes back into the main song with a fuller, busier backing track! No"
268,b,"School Bell = Britney Spears (Oh Baby baby) but when the repetitive riff begins & the clapping, it begins to feel more like 'I love Rock & Roll' but this band are at the opposite end of the scale to Britney in terms of genre, so I am expecting a more 'angry riff' to kick-in (around 1min 30) I listen to a wide variety of music (& used to be a big supporter of Sum41, Linkin Park, Greenday but never really found any female rock music I enjoyed until this).
 I like the rawness of the lead singers voice & some of the lyrical content (''I've seen better days....'' & especially the irony in this part: ''Oh Lord, Heaven Knows we belong way down below'') No"
269,a,Training at EE Like the song Makes me think of the video which I love Memories 
269,b,The cover of the LP\Like the song and the artist\Makes me smile\Childhood memories
270,a,"Its my Gym playlist, gets me feeling energetic For my gym playlist As its upbeat.  No not really , good for the gym that's about it."
270,b,"Dancing, clubbing and djing. Its an energetic and good for the gym. Reminds me of my friend djing and good for the gym  Yes, Reminds me of my friends djing and makes me feel happy"
271,a,"catchy music and reminds me of summer  it's a good song? Good song and i like the artist No - just one in his whole album i enjoy, nothing too special about this song"
271,b,"""Oh this is a random one"" Heard it on the tv and wanted to remember the name so added it to my playlist  It's got a good tune and decent enough lyrics, easy to listen to  No - just a random song i heard and liked"
272,a,"Haha, that this is a track from one of the most expensive records I ever bought... I have this song on a 5x record box set which cost $130 a few years ago. I love this band, they only ever released weird bootleg live albums, without ever making a 'proper' album. This is my favourite song of theirs, and I have at least ten versions of it- they're all full of distortion and noise, often with bad sound quality and people talking, feedback, shambolic performances etc but it all adds to the strange chaotic wildness of the band. Even though it's slow track, the lo-fi way that it's recorded and the sort of unpredictable character of all of this band's recordings mean that its kind of exciting, it feels as if the wheels might fall off and it collapse, or it might manage to wobble along into something amazing. Because I have a bunch of different versions of this track by the same band, it means I'm not completely certain what will happen next. It's interesting, I feel like I have a relationship"
272,b,"It's really really long! (more than 1 hour) The artist is great, the guitarist of a band I love. I've seen the band many times and his solo performances several times too, and they're always interesting, so I downloaded a bunch of his albums.  I can't remember specifically selecting this track to listen to, but have probably listened to it on a long playlist of just this artist- long ambient guitar improvisations that are quite relaxing and spaced out. I feel like I don't have a relationship with this track in particular, but i do with the artist and with this kind of music more broadly- I've been listening to this guitarist for years and years and feel like I could recognize his style anywhere, which adds to the 'relationship'. This track is good but I wouldn't say I've built a relationship with this track, just because I haven't listened to it often enough for it to be recognisable."
273,a,"Ploddy dirgey thing, why is this on this playlist?/I actually quite like it, but am not in the mood for it right now./Depends on my mood, so wasn't sure what to put. It's on my 'Faves' playlist, which has been compiled over years and years and has a lot on it, some of which I'm a bit bored with and ought to remove. But this is relatively recent. I think it was on Weekly Discoveries playlist, which I normally listen to at least some of each week, and save the things that I really like. I think this would have been the harmonic progression in the chorus, and the layers of guitar. I'd probably use it in the gym for weights, as it's quite slow and that makes for better technique./No. I don't have any particular associations for it."
273,b,"Ooh, what's this? I haven't listened to this for a while.\I honestly can't remember. It might be another Discover Weekly, and I sometimes mooch around the suggestions on Spotify, or 'similar artists' links. I like the way the arrangement builds, and the 'big' sound.\**It's more upbeat than the last one, and less dirgey, more uplifting, particularly the rising harmonic progression in the middle 8, so more suited the mood I'm in which is positive right now.\No. No particular associations with anything, just something I heard and liked."
274,a,"Church and worship  It's a song that I love and I enjoy listening to worship music in my car, it helps me feel really peaceful especially since I get anxiety when driving. It has a soothing melody with no dramatic parts. It also has really beautiful lyrics. Yes, It was a song that at one point I listened to on repeat and the lyrics are something that I want to believe myself."
274,b,I haven't listened to this particular song in a really long time I loved their previous album and I like their church Builds nicely and is again a really soothing track with wonderful lyrics. No
275,a,"Takes me back a few years! At the time I really liked it. I enjoy the song, it is quite cheery and reminds me of an earlier stage in my life. No. it was a track I liked and that was it."
275,b,"I always compare it to the Dire Straits version. I was using this track with a group of students that I was teaching. The students had severe learning difficulties and we were reading Romeo and Juliet. We acted it out and made a PowerPoint with the photos. I used the track for that. I live the song and the memories it provokes. Yes, it was a key point in my career. I time I was really happy and it reminds me of that."
276,a,"ooh i like this song/up beat and fun to listen too/nice beat and happy vibes/no, i just like it"
276,b,"ooh yeah i really love this song'\it's my favourite song\fun, easy to dance too, good lyrics, nice beat\no, just my favourite song"
277,a,"nice piece of South American dance music Must have bought it recently, I refresh my play list frequently nice beat, jolly tune not sure what you mean with this question so I'm going to say no"
277,b,nice glitchy piece of modern electronica recently purchased the album I like electronica no not sure what you want from such a bizarre question
278,a,"It's an old fashioned track. Instrumental which I don't normally enjoy.  I saved it accidentally as another of the artists tracks has a guest vocal by Raul Malo a singer I like. I now realise it is the vocal I like rather than the instrumentals  I prefer vocal tracks for active listening, only like instrumentals when studying or sleeping  No it was saved accidentally and I would normally skip if it comes on "
278,b,The musical Forever Plaid. I saved this track because Johnny Mathis is collaborating with the cast of Forever Plaid a musical I like  I like the Forever Plaid soundtrack very much and this is like a bonus track for that musical.  I used to listen to it while waiting outside my wife's acting class while waiting to take her home. So it brings back warm memories 
279,a,Beating breast cancer i find it relaxing and inspiring to me. It makes me feel good and reminds me I can get through anything.  Yes.  I saw ruby sing it at a jools holland concert after I had finished all my cancer treatment.  It was very emotional for me and I felt like I was finally able to start living my life again.
279,b,"A summers day at portsmouth harbour, drinking cider after cycling down the seafront with my partner. Good happy memories, relaxing song,  Reminds me of a lovely, relaxing day.  The words of the song sum up the day perfectly for me.  No"
280,a,"The TV show House MD Because it is relaxing and a good remix of the original song I know the words so can sing along No, I just like the song"
280,b,"My mum It's a song my mum really likes and I like it too The fact that it reminds me of my mum, and I know the words. Yes, my mum really likes it and will sing along to it if it's on, when she doesn't usually sing along to songs."
281,a,Strutting down the street/Because I enjoy listening to it when I am walking./It has a good beat and is reasonably uplifting and dancy./Not really- music is music to me and is just a matter of listening to it as opposed to having a relationship with it.
281,b,Being confident and strong within yourself\Because it's good fun to listen to and dance to\Because it's an exciting track with a lot of fun to it.\Kind of- it's a song I've listened to and liked for several years and I suppose it has some memories attached to it
282,a,"Blast out 
Sing along 
Loud  Up lifts my mood, or helps me shake out anger.  Helps me shake out anger, release anxieties.  No "
282,b,"Sing along, mood uplift, happy  Reminds me of good times, everybody knows this song. Love singing along to it. Up lifts my mood.  Anxiety release and uplifts my mood when I sing along to this song.  Yes, reminds me of good times with all my friends at parties singing along to his song. "
283,a,I like it ..it reminds me of something else  I was given the cd as a gift  Good sound ..pleasing melody ..stirring tempo Not so much ..haven't listened to it enough 
283,b,Remember seeing them at a gig  Bought at a gig and wanted to remember it  Brings back good memories..I like to play this kind off music myself on guitar  Yes ..I was seeing another artist and this band were supporting ..I loved their sentiment Theo humour and their humanity 
284,a,"Happiness. Youth. It's a fabulous song, and reminds me of being a teenager and summertime.  It's uplifting and immediately makes me feel happy. It's got a great melody and I love to sing it really loud. No - it's just always been a song I've enjoyed listening too"
284,b,"Happy as I like Taylor Swift, but secretly wished it was one of my more favourite of her songs! As part of downloaded album. It builds up to be quite a catchy song that you can songbird along too No, when I listen to it I'm reminded that it's quite a catchy tune, but I probably wouldn't have chosen to download it as a single if it hadn't been on the album "
285,a,I never know what the lyrics are I enjoy the artist and bought the album It's got a good rhythm and is produced really well. I don't have a particularly strong relationship with the track. I like other songs by the same artist better.
285,b,I don't remember owning this track. I bought/was given the album because I enjoy the artist. It's a fun pop song. I like Feist's voice. I had forgotten I owned this track but it reminds me of my late teenage years.
286,a,Disney Fun to listen to Easy listen no - just like it
286,b,sofia vergara Catchy song Fun song no - just like it
287,a,"Oh love this one! It holds strong memories of growing up in the early pop music era.  It reminds me of the first time I got interested in pop music, I was quite around 11 at the time, the song was quite 'daring' to me at that age!  My older brother used to play the small 45rpm record. Pure nostalgia.  Yes - absolutely. It brings to mind years gone by, family, childhood, innocence yet on the cusp of starting to understand the world from a more young adult perspective. "
287,b,"Great Track! Because I like the band who sing it and I love the song!  I like the simplicity of the tune and words, the good rhythm,  I can 'sing' or even dance or clap along to it if I so choose to do! ** I have a relationship with this particular track as it is gospel music. I was brought up in a born again Christian home. Although I don't particularly follow any particular religious beliefs myself now in my adult life,  those formative years of sitting in pews singing hymns and gospel songs have never really left me. ( that will please my parents if they are looking down from heaven at this particular moment in time !!! )"
288,a,"Celebration
This is a very fast version which helps to create a bit of tension It is part of a compilation CD which I was given as a gift
I have previously performed this piece (as an orchestral leader and alto singer) The orchestra part is very interesting and challenging to play - I feel a sense of accomplishment knowing that I have played it myself before.
Music from the Baroque era is my favourite to listen to and play Yes - I have performed it on a number of occasions (Violin I and Alto)"
288,b,"The music is very calming and I have to listen carefully to appreciate the meaning of the lyrics
It has a slight soporific feeling  I have been to see the musical which it is from (Phantom of the Opera) and so bought the soundtrack The orchestral parts are interesting and help to add to the emotional impact that the piece intends to create
I really like the lead singer's use of falsetto register No"
289,a,Still relevant today One of my songs It reminds me of my youth. Yes. Public Enemy was the first gig I was allowed to go to on my own with friends. 
289,b,"My dad I love it and reminds me of my childhood.  It's a classic track Yes, it reminds me of my dad and his Northern Soul obsession. "
290,a,How amazing it was to hear it sang live last year Love Eric Church Reminds me of the times I have been lucky enough to have seen him perform live Yes. Reminds me of a fantastic series of concerts topped off with Eric closing and headlining.
290,b,Their 2011 gig It's one of my favourites by the band.  As before it's a favourite. No
291,a,"I remember writing my thesis and listening to this for up-beat motivation. The song has a nice beat and power. I enjoy the track because it makes me want to dance on my chair in the office. I don't have a real relationship with it, it just has a nice drive."
291,b,"It reminds me of a great music video, which sadly wasn't for this song and I can't remember the name. It's calm and comforting, and despite the death theme sounds positive. It's short and sweet. I just enjoy listening to it."
292,a,"Being a very, very drunk teenager and wondering why the room was spinning so much. This is my running playlist and this is a good, steady pace for me. Plus I love it. Unpolished production, gritty and sort of dirty. :) Yes. It's nostalgic. It reminds me of a great era and some lovely friends."
292,b,"A burst of energy. It's something I hadn't listened to in a while, and after watching a documentary on Debbie Harry a couple of weeks ago I save a few favourite old tracks to my phone. I enjoy the pace and emotion; again it's also nostalgic but this time of being a child. Not a particularly deep one. I listened to a lot of Blondie when I was 10 or so: my older sister was a fan and so all those tracks remind me a lot of home and childhood, but I don't have a specific relationship with this track."
