participant_id,track_id,full_response_text,code_level3,coded_text_excerpt
179,b,"I smiled as soon as it came on \part of an albumn, I love Fuse ODG and afro beats \It makes me want to dance and I love dancing\I have a special relationship with any Fuse ODG music. I call it my happy music as it always makes me want to smile and cheers me up. Also went to see Fuse ODG live and it was a really good night.",Happiness-good mood,I smiled as soon as it came on / I call it my happy music as it always makes me want to smile and cheers me up
179,b,"I smiled as soon as it came on \part of an albumn, I love Fuse ODG and afro beats \It makes me want to dance and I love dancing\I have a special relationship with any Fuse ODG music. I call it my happy music as it always makes me want to smile and cheers me up. Also went to see Fuse ODG live and it was a really good night.",No relationship,I have a special relationship with any Fuse ODG music
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Positive,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song /   It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh /  I do love grime it's a genre which is very honest and it very energetic."
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Musical Meaning,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song"
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Genre,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song /  I do love grime it's a genre which is very honest and it very energetic."
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Place ,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song / o, not really just something has always been played around be from a young age at school. Apart of the south London culture."
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Time or Stage in Life,"o, not really just something has always been played around be from a young age at school. Apart of the south London culture."
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Dancing," It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  /   It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh"
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Exercising , It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Change Mood,"  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh"
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Energy, It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  /  I do love grime it's a genre which is very honest and it very energetic.
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",Happiness-good mood,"  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh"
180,a,"This new rap world emerging in London and being respected as a genre of music, I feel however I am still going against the crown when saying I like this song. It's a song which makes you want to dance and gets you hyped for workouts for example or sports.  It straight away makes me move and for that reason, it's worth listening to, also it makes me laugh. I do love grime it's a genre which is very honest and it very energetic. No, not really just something has always been played around be from a young age at school. Apart of the south London culture.",No relationship,"No, not really just something has always been played around be from a young age at school. Apart of the south London culture."
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way.",Positive,it has a great feeling to it with the mix of jazz and hip-hop.
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way.",Musical Meaning,it has a great feeling to it with the mix of jazz and hip-hop./ makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me.
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way.",Genre,"Jazz funk sunny days with a smile. / it has a great feeling to it with the mix of jazz and hip-hop./ no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way."
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way.",Emotion,Jazz funk sunny days with a smile. i
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way.",Time or Stage in Life,"no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way."
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way.",Dancing,always makes you smile and move your head./ makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me.
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way.",Season/time of day/weather,Jazz funk sunny days with a smile
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way.",Happiness-good mood,always makes you smile and move your head./ makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me.
180,b,"Jazz funk sunny days with a smile. it has a great feeling to it with the mix of jazz and hip-hop. always makes you smile and move your head.  makes you move and makes me feel happy and if a song does that then it holds a special power which is important to me. no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way.",No relationship,"no, again just my background of jazz and hip-hop growing up this mix is homely to me in some way."
181,a,"Boring It's part of a best of, that I bought because I like a few of the tracks. Doesn't really appeal to me.  No. 
Like I wrote, it's part of a best of-album, and so on. ",Negative,Boring/ Doesn't really appeal to me.
181,a,"Boring It's part of a best of, that I bought because I like a few of the tracks. Doesn't really appeal to me.  No. 
Like I wrote, it's part of a best of-album, and so on. ",Musical Expressive Characteristics,Boring 
181,a,"Boring It's part of a best of, that I bought because I like a few of the tracks. Doesn't really appeal to me.  No. 
Like I wrote, it's part of a best of-album, and so on. ",Album,"Boring It's part of a best of, that I bought because I like a few of the tracks. "
181,a,"Boring It's part of a best of, that I bought because I like a few of the tracks. Doesn't really appeal to me.  No. 
Like I wrote, it's part of a best of-album, and so on. ",No relationship," No. 
Like I wrote, it's part of a best of-album, and so on. "
181,b,"very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened ",Unfamiliar,I havent listened 
181,b,"very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened ",Musical Expressive Characteristics,"very poppy, kind of all over the place with random sounds and not many lyrics, When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. "
181,b,"very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened ",Lyrics,and kind of all over the place with random sounds and not many lyrics. 
181,b,"very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened ",Sound ,"and kind of all over the place with random sounds and not many lyrics. / When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist."
181,b,"very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened ",Artist ,"When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist."
181,b,"very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened ",Genre,"very poppy,"
181,b,"very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened ",Playlist,"When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist."
181,b,"very poppy, and kind of all over the place with random sounds and not many lyrics. When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. I havent listened ",Discovery,"When I heard this song for the first time I thought it was very unique and it stood out to me, I saved it and continued to save other songs by the artist. "
182,a,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music I bought the album because of another track it contained.  It's funky, Motown, upbeat, and sung from the heart.  No. It's good, and I appreciate it for its quality, but it doesn't move me. ",Positive,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music /  No. It's good, and I appreciate it for its quality, but it doesn't move me. "
182,a,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music I bought the album because of another track it contained.  It's funky, Motown, upbeat, and sung from the heart.  No. It's good, and I appreciate it for its quality, but it doesn't move me. ",Musical Expressive Characteristics,"it's funky, Motown, upbeat, and sung from the heart. "
182,a,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music I bought the album because of another track it contained.  It's funky, Motown, upbeat, and sung from the heart.  No. It's good, and I appreciate it for its quality, but it doesn't move me. ",Beat,"  It's funky, Motown, upbeat, and sung from the heart. "
182,a,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music I bought the album because of another track it contained.  It's funky, Motown, upbeat, and sung from the heart.  No. It's good, and I appreciate it for its quality, but it doesn't move me. ",Production," No. It's good, and I appreciate it for its quality, but it doesn't move me. "
182,a,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music I bought the album because of another track it contained.  It's funky, Motown, upbeat, and sung from the heart.  No. It's good, and I appreciate it for its quality, but it doesn't move me. ",Album,I bought the album because of another track it contained.
182,a,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music I bought the album because of another track it contained.  It's funky, Motown, upbeat, and sung from the heart.  No. It's good, and I appreciate it for its quality, but it doesn't move me. ",Artist ,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music "
182,a,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music I bought the album because of another track it contained.  It's funky, Motown, upbeat, and sung from the heart.  No. It's good, and I appreciate it for its quality, but it doesn't move me. ",Genre,"  It's funky, Motown, upbeat, and sung from the heart. "
182,a,"I really like the artist as a person because she sent me free tickets, plus I like a lot of her music I bought the album because of another track it contained.  It's funky, Motown, upbeat, and sung from the heart.  No. It's good, and I appreciate it for its quality, but it doesn't move me. ",No relationship," No. It's good, and I appreciate it for its quality, but it doesn't move me. "
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday.",Beat,"Upbeat disco, lovely voice, don't play it often, so not overplayed.  "
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday.",Vocals,"Upbeat disco, lovely voice, don't play it often, so not overplayed.  "
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday.",Artist ," Ooh Florrie, I'd forgotten about this one./ bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy."
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday.",Genre,"Upbeat disco, lovely voice, don't play it often, so not overplayed.  "
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday.",Vacation,"omewhat, because it reminds me of that holiday."
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday.",Place ,"I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy."
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday.",Rediscovery,"Ooh Florrie, I'd forgotten about this one."
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday.",Romantic relationship," That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something"
182,b,"Ooh Florrie, I'd forgotten about this one. I bought this, and everything else Florrie had for download purely on the strength of one track I heard over the instore speakers in Coin department store, in Como, Italy. That track was ""She Always Gets What She Wants"" and I Shazammed it while waiting for my wife to choose some clothes or makeup or something.  Upbeat disco, lovely voice, don't play it often, so not overplayed.  Somewhat, because it reminds me of that holiday.",No relationship,"omewhat, because it reminds me of that holiday."
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Positive,I loved this whole album as a child and now my eight-year-old daughter loves it too! 
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Familiar,Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Album,I loved this whole album as a child and now my eight-year-old daughter loves it too! 
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Musical,It is uplifting and makes me think of the excitement of going to the theatre to see a live show. / Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Television,It is uplifting and makes me think of the excitement of going to the theatre to see a live show. 
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Event/Concert,Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Personal Event,Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Time or Stage in Life,I loved this whole album as a child and now my eight-year-old daughter loves it too! 
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Personal Performance ,Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Family ,I loved this whole album as a child and now my eight-year-old daughter loves it too! / Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Romantic relationship,Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Driving ,So that I could easily play it through the car stereo using Bluetooth. 
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Energy,It is uplifting and makes me think of the excitement of going to the theatre to see a live show. 
183,a,I loved this whole album as a child and now my eight-year-old daughter loves it too! So that I could easily play it through the car stereo using Bluetooth. It is uplifting and makes me think of the excitement of going to the theatre to see a live show. Yes - it's from a musical which I saw lice at the theatre as a child; my husband took me to see it again as a birthday treat a few years ago; and my daughter appeared in an abridged version with her drama group.,Happiness-good mood,It is uplifting and makes me think of the excitement of going to the theatre to see a live show. 
183,b,"Being a teenager! I loved singing along to this track in my teens (I'm now 37). I heard it again recently at a show my nephews (aged 9 and 11) were performing in and remembered how much I liked it, so I downloaded it on the way home from the show! I just love singing along and I often find I most enjoy songs that tell a story like this one. No, no particular relationship, just a fun song that I enjoy singing along with.",Positive,"I heard it again recently at a show my nephews (aged 9 and 11) were performing in and remembered how much I liked it, so I downloaded it on the way home from the show! /  No, no particular relationship, just a fun song that I enjoy singing along with."
183,b,"Being a teenager! I loved singing along to this track in my teens (I'm now 37). I heard it again recently at a show my nephews (aged 9 and 11) were performing in and remembered how much I liked it, so I downloaded it on the way home from the show! I just love singing along and I often find I most enjoy songs that tell a story like this one. No, no particular relationship, just a fun song that I enjoy singing along with.",Musical Meaning, I just love singing along and I often find I most enjoy songs that tell a story like this one.
183,b,"Being a teenager! I loved singing along to this track in my teens (I'm now 37). I heard it again recently at a show my nephews (aged 9 and 11) were performing in and remembered how much I liked it, so I downloaded it on the way home from the show! I just love singing along and I often find I most enjoy songs that tell a story like this one. No, no particular relationship, just a fun song that I enjoy singing along with.",Time or Stage in Life,Being a teenager! I loved singing along to this track in my teens 
183,b,"Being a teenager! I loved singing along to this track in my teens (I'm now 37). I heard it again recently at a show my nephews (aged 9 and 11) were performing in and remembered how much I liked it, so I downloaded it on the way home from the show! I just love singing along and I often find I most enjoy songs that tell a story like this one. No, no particular relationship, just a fun song that I enjoy singing along with.",Family ,"I heard it again recently at a show my nephews (aged 9 and 11) were performing in and remembered how much I liked it, so I downloaded it on the way home from the show! "
183,b,"Being a teenager! I loved singing along to this track in my teens (I'm now 37). I heard it again recently at a show my nephews (aged 9 and 11) were performing in and remembered how much I liked it, so I downloaded it on the way home from the show! I just love singing along and I often find I most enjoy songs that tell a story like this one. No, no particular relationship, just a fun song that I enjoy singing along with.",Singing ,"Being a teenager! I loved singing along to this track in my teens /  I just love singing along and I often find I most enjoy songs that tell a story like this one./  No, no particular relationship, just a fun song that I enjoy singing along with."
183,b,"Being a teenager! I loved singing along to this track in my teens (I'm now 37). I heard it again recently at a show my nephews (aged 9 and 11) were performing in and remembered how much I liked it, so I downloaded it on the way home from the show! I just love singing along and I often find I most enjoy songs that tell a story like this one. No, no particular relationship, just a fun song that I enjoy singing along with.",No relationship," No, no particular relationship, just a fun song that I enjoy singing along with."
184,a,"That I am excited to go and see All Time Low in concert later on this year. Reminds me of a break -up. I really like the artist and the lyrics of the song.  Although it reminds me of a past relationship, it is quite a fast paced song. This helps me to overcome the negative feelings that I associate with the relationship. I also like the creativity of the lyrics. Yes - previously explained. Reminder of past relationship. ",Positive, I really like the artist and the lyrics of the song.  / I also like the creativity of the lyrics.
184,a,"That I am excited to go and see All Time Low in concert later on this year. Reminds me of a break -up. I really like the artist and the lyrics of the song.  Although it reminds me of a past relationship, it is quite a fast paced song. This helps me to overcome the negative feelings that I associate with the relationship. I also like the creativity of the lyrics. Yes - previously explained. Reminder of past relationship. ",Familiar, Yes - previously explained. Reminder of past relationship. 
184,a,"That I am excited to go and see All Time Low in concert later on this year. Reminds me of a break -up. I really like the artist and the lyrics of the song.  Although it reminds me of a past relationship, it is quite a fast paced song. This helps me to overcome the negative feelings that I associate with the relationship. I also like the creativity of the lyrics. Yes - previously explained. Reminder of past relationship. ",Lyrics, I really like the artist and the lyrics of the song.  / I also like the creativity of the lyrics.
184,a,"That I am excited to go and see All Time Low in concert later on this year. Reminds me of a break -up. I really like the artist and the lyrics of the song.  Although it reminds me of a past relationship, it is quite a fast paced song. This helps me to overcome the negative feelings that I associate with the relationship. I also like the creativity of the lyrics. Yes - previously explained. Reminder of past relationship. ",Tempo ,"Although it reminds me of a past relationship, it is quite a fast paced song. "
184,a,"That I am excited to go and see All Time Low in concert later on this year. Reminds me of a break -up. I really like the artist and the lyrics of the song.  Although it reminds me of a past relationship, it is quite a fast paced song. This helps me to overcome the negative feelings that I associate with the relationship. I also like the creativity of the lyrics. Yes - previously explained. Reminder of past relationship. ",Artist ,That I am excited to go and see All Time Low in concert later on this year. /  I really like the artist and the lyrics of the song.  
184,a,"That I am excited to go and see All Time Low in concert later on this year. Reminds me of a break -up. I really like the artist and the lyrics of the song.  Although it reminds me of a past relationship, it is quite a fast paced song. This helps me to overcome the negative feelings that I associate with the relationship. I also like the creativity of the lyrics. Yes - previously explained. Reminder of past relationship. ",Romantic relationship,"Reminds me of a break -up./ Although it reminds me of a past relationship, it is quite a fast paced song. / This helps me to overcome the negative feelings that I associate with the relationship/  Yes - previously explained. Reminder of past relationship. "
184,a,"That I am excited to go and see All Time Low in concert later on this year. Reminds me of a break -up. I really like the artist and the lyrics of the song.  Although it reminds me of a past relationship, it is quite a fast paced song. This helps me to overcome the negative feelings that I associate with the relationship. I also like the creativity of the lyrics. Yes - previously explained. Reminder of past relationship. ",Change Mood,This helps me to overcome the negative feelings that I associate with the relationship
