unique_id,speaker,sentence,1_opinion,2_mp,3_mp_context,4_stance_nli,5_stance_nli_context
20061025_68_6,MR. FISHER.,"""So some of the buttressing, President Minehan, is coming from significant amounts of liquidity in the system.""",no,,,,
20061212_115_2,MR. MADIGAN.,"""In that comment I was referring specifically to our estimated policy rules, which are empirical renditions of the Committee's past behavior.""",no,,,,
20070628_223_1,VICE CHAIRMAN GEITHNER.,"""Those choices I think I understand, but I was really thinking about the pictures.""",no,,,,
20070918_40_2,VICE CHAIRMAN GEITHNER.,"""I'm not sure that helps when we get into this context.""",yes,no,,,
20080130_157_1,CHAIRMAN BERNANKE.,"""If it is okay with everybody, we can start the economic go-round at this point.""",no,,,,
20080318_91_9,MR. MISHKIN.,"""""Financial disruption"" is still a good phrase to use in public, but I really do think that this is a financial crisis.""",yes,no,,,
20080625_305_1,MR. KROSZNER.,"""Oh, and I apologize--I fully support going ahead with extending the facility past the year-end.""",yes,no,,,
20080805_55_2,MR. KAMIN.,"""As I mentioned, core import price inflation shot up very rapidly to over 10 percent in the second quarter, and our approach toward modeling and predicting core import price inflation focuses on three main sources of increase.""",no,,,,
20080805_162_5,MR. STERN.,"""But another virtue of it, even if you don't find it that credible, is that the cards are on the table.""",no,,,,
20080805_185_7,CHAIRMAN BERNANKE.,"""As we go forward, we will obviously continue to have these fruitful discussions.""",no,,,,
20081216_176_2,MR. STOCKTON.,"""On the commodity price side, things are fairly stable, and at least in our forecast, inflation expectations are probably drifting down some.""",no,,,,
20081216_376_4,MR. MADIGAN.,"""Overall, the outlook for economic activity has weakened further.""",no,,,,
19770315_189_3,CHAIRMAN BURNS.,"""If not, this is as good a time as any to break for coffee.""",no,,,,
19770315_301_3,MR. MAYO.,"""We have in Chicago a development, which is still in its infancy, to encourage the development of a bankers' acceptances market in Chicago which would be, in some phases at least, independent of the market in New York; maybe independent isn't the right word, but it would be able to stand on its own feet.""",no,,,,
19770419_157_3,MR. PARTEE.,"""If the GNP pattern, as well as the projection, is right, [unintelligible] so much investment, so much consumption, why of course, the whole thing isn't generally consistent and it tends to break up.""",no,,,,
19770719_500_2,MR. STERNLIGHT.,"""So, from that standpoint, if there were any significant rule [unintelligible], the midpoint would probably be [unintelligible] making its presence in the market early.""",no,,,,
19770920_82_13,CHAIRMAN BURNS.,"""And you know, one of the reasons for a dialogue such as we have is that we see the world differently.""",no,,,,
19780228_2_1,MR. WALLICH.,"""I move [that the minutes be] approved.""",yes,no,,,
19780228_124_4,MR. PARDEE.,"""It=s that kind of credibility that we need; then we don=t have to operate on a big scale.""",yes,no,,,
19780321_127_4,VICE CHAIRMAN VOLCKER.,"""[the repayment period] a little and in return, I hope, we'd get the Bundesbank's agreement for direct purchases as necessary in paying this debt off.""",yes,no,,,
19780321_501_1,MR. JACKSON.,"""Mr. Chairman, I feel very strongly about wanting the Treasury to share the burdens of operations on our part abroad.""",yes,no,,,
19780418_30_5,CHAIRMAN MILLER.,"""And we wouldn't have to have Henry negotiate how we pay [the swap debt] off.""",no,,,,
19780620_391_1,CHAIRMAN MILLER.,"""Gentlemen, we are going to have John Denkler here in a moment, but you have seen the memo and we have a serious problem.""",no,,,,
19780919_46_11,MR. WALLICH.,"""I think we have to head this""",yes,no,,,
19781017_201_1,MR. ROOS.,"""But even the most ardent monetarists, Mr. Chairman, have spoken up consistently for a very gradual reduction.""",no,,,,
19781121_64_4,MR. PARTEE.,"""And when you use it, you won't expand the money supply.""",no,,,,
19781219_372_13,MR. PARTEE.,"""But we think what is consistent with the way people report and analyze and use our data and the GNP data is to make it fourth quarter-to-fourth quarter.""",no,,,,
19790206_395_1,MR. MAYO.,"""Surprisingly, I agree with Mark for a change.""",yes,yes,utterance,entailment,utterance
19790320_139_13,MR. BLACK.,"""The money market funds have been coming mostly out of M2, I think, rather than M1.""",yes,yes,sentence,contradiction,utterance
19790320_159_3,MR. EASTBURN.,"""And if the aggregates started to break through that bottom, I would have a telephone conference call.""",yes,yes,sentence,contradiction,utterance
19791006_36_6,MR. COLDWELL.,"""[of technique]: and (C) I think they are so skeptical that they'd just say it's too little and, without some effort on the part of the Treasury or somebody else, there would be no direct impact on the gold price.""",yes,yes,utterance,,
19791006_304_14,CHAIRMAN VOLCKER.,"""That sounds like a good idea.""",yes,yes,utterance,contradiction,utterance
19791120_135_6,M R . WINN.,"""[I wonder] how much shock effect we'll be getting in behavior for the moment and to what extent that may [erode] because availability is really not affected though price certainly has been in the real sense of the term.""",no,,,,
19791120_298_3,MR. KIMBREL.,"""But I happen to have a slightly different view.""",yes,yes,utterance,contradiction,utterance
19800205_88_1,MR. KIMBREL.,"""I have a personal bias toward contemporaneous reserves.""",yes,yes,sentence,,
19800422_162_20,MR. SCHULTZ.,"""Let's not panic and do something that will tend to negate the strides we've made.""",yes,yes,utterance,contradiction,utterance
19800812_275_2,VICE CHAIRMAN SOLOMON.,"""If M2 is moving up very rapidly, it's not given equal weight by any means.""",no,,,,
19800812_288_13,MR. MAYO.,"""We might end up below on M-1A and way over on M2 and be in the same situation we are now.""",no,,,,
19800916_149_6,MR. WALLICH.,"""A third might be that the economy is just so inflation jittery that after people catch their breath they rush out and try to beat the game again.""",no,,,,
19800916_505_1,CHAIRMAN VOLCKER.,"""We can always consult, so let's not make that part of the proposal.""",yes,,,,
19801021_416_1,MR. PARTEE.,"""Some people think we already have.""",no,,,,
19801021_429_1,CHAIRMAN VOLCKER.,"""Well, let's [see whether we have a consensus].""",no,,,,
19810203_1064_9,MR. WALLICH.,"""But Chuck Partee yesterday made the point that getting back on track really means running below track for a while if we have been above track.""",no,,,,
19810331_23_1,CHAIRMAN VOLCKER.,"""It is extremely difficult to identify any peculiar results from intervention per se economically.""",yes,no,,,
19810331_259_3,CHAIRMAN VOLCKER.,"""Maybe we should just slip in this lending issue, too, while you have the table, Mr. Sternlight.""",yes,no,,,
19810518_34_9,MR. WINN.,"""The third point I'll make is that on John's point about office building and other kinds of activities we may have a bit of a booby-trap in this area in that most of those have been financed on construction loans without take-outs in some instances.""",no,,,,
19810518_34_12,MR. WINN.,"""We may have more for sale here suddenly than some people have expected.""",no,,,,
19811222_415_2,CHAIRMAN VOLCKER.,"""There are all kinds of questions that can be raised about the methodology.""",no,,,,
19820202_952_3,CHAIRMAN VOLCKER.,"""If we came out of the clear blue sky and said we are going to change them, that is one thing.""",no,,,,
19820202_1019_1,MR. BOEHNE.,"""I second Governor Gramley's comment.""",yes,yes,-5 sentences,contradiction,-5 sentences
19820330_283_14,MR. PARTEE.,"""But we should not say that there's a tremendous flow of credit in these markets.""",yes,no,,,
19820701_63_3,CHAIRMAN VOLCKER.,"""I don't know what your interpretation of well above is.""",no,,,,
19821005_158_2,CHAIRMAN VOLCKER.,"""I'm just guessing.""",no,,,,
19821005_659_1,CHAIRMAN VOLCKER.,"""Well, I'm not sure that's right.""",yes,yes,-5 sentences,,-5 sentences
19821116_586_1,MR. CORRIGAN.,"""That's easy to say.""",yes,no,,,
19821221_9_3,MR. BOEHNE.,"""Would you attribute that to technical reasons or is there anything there that might be a harbinger of a change in expectations with regard to Fed policy and inflation?""",no,,,,
19821221_198_13,MR. PARTEE.,"""Even if, as Steve suggests, after the stock adjustment we get back to a place where two-thirds of M1 is transactions money, one-third of it won't be.""",no,,,,
19821221_198_15,MR. PARTEE.,"""The other connective that I can see is credit.""",no,,,,
19830209_427_2,MR. BLACK.,"""We just don't know who is the most wrong.""",yes,,,,
19830209_808_3,MR. CORRIGAN.,"""Now, if we find ourselves in that situation, M1 with all its imperfections and everything else is really the only device to use, in terms of the way we run monetary policy, to be able to snug up.""",yes,yes,sentence,,
19830524_113_4,MR. ZEISEL.,"""We've jacked up our trend productivity just a bit.""",no,,,,
19830524_252_4,CHAIRMAN VOLCKER.,"""But I don't have any particular objective in mind.""",yes,yes,utterance,,-5 sentences
19831220_126_7,CHAIRMAN VOLCKER.,"""And if this process begins on February 2nd, inevitably I guess we're going to have to say something before then.""",yes,no,,,
19840522_6_1,MR. WALLICH.,"""Sam, what I hear about negotiations with Argentina isn't very positive right now.""",yes,no,,,
19840717_101_2,MR. MORRIS.,"""I don't know who to ask, but the staff is forecasting a $115 billion current account deficit in 1985 and a decline in the exchange rate of the dollar against foreign currencies of 15 percent.""",no,,,,
19840717_243_2,VICE CHAIRMAN SOLOMON.,"""One can either attribute that to the greater intensity of the recession than some earlier recessions or to some feeling that they can't pass on these wages as easily in price increases.""",no,,,,
19840821_341_1,CHAIRMAN VOLCKER.,"""I don't remember the one after that.""",no,,,,
19841107_91_10,MR. BOYKIN.,"""So, I'm not really complacent.""",yes,,,,
19841107_373_3,CHAIRMAN VOLCKER.,"""It's more centered and we raised it not so long ago.""",no,,,,
19841218_371_3,MR. STERNLIGHT.,"""As to the long-term rates, I think there will be a slight declining effect from lower short-rates.""",yes,yes,sentence,neutral,utterance
19850213_238_1,CHAIRMAN VOLCKER.,"""Well, I'm not quite asking that.""",no,,,,
19850213_474_1,MR. BOYKIN.,"""I would go with ""B"" also.""",yes,yes,-5 sentences,entailment,-5 sentences
19850710_297_1,VICE CHAIRMAN CORRIGAN.,"""Well, there's still the question of how much weight to give it.""",no,,,,
19850820_278_2,MR. GUFFEY.,"""I am satisfied with the answer then.""",yes,yes,-5 sentences,,
19850820_413_1,CHAIRMAN VOLCKER.,"""In terms of a policy statement, we'd accept [unintelligible] depending upon what we do and given this uncertainty.""",yes,,,,
19851105_76_1,MR. TRUMAN.,"""That's essentially a delayed reaction to the very steep decline because from here on out we have a gradual move.""",no,,,,
19860212_37_12,MR. TRUMAN.,"""Well, Korea is one of these non-OPEC developing countries; therefore, you might expect that, to some extent, to give them a somewhat better picture.""",no,,,,
19860819_218_6,MR. KEEHN.,"""They finally, and maybe belatedly, have come to the conclusion that they just can't compete [unintelligible].""",no,,,,
19861216_375_1,MR. KOHN.,"""I think that's possible""",yes,yes,utterance,,
19870211_411_4,CHAIRMAN VOLCKER.,"""We'll come back with [specific] language; I think it needs a little massaging.""",yes,no,,,
19870331_558_1,MR. JOHNSON.,"""I would say around 6 percent.""",yes,no,,,
19870519_156_1,CHAIRMAN VOLCKER.,"""The problem is that I don't know what you can tell them right now because we have inside [information].""",no,,,,
19870519_410_1,MR. MORRIS.,"""Yes--only because I like to have something in the closet.""",yes,yes,utterance,contradiction,-5 sentences
19870707_480_3,MR. HELLER.,"""We have never changed an M2 or an M3 target.""",no,,,,
19871216_638_3,MR. HELLER.,"""And if you look at the Greenbook, the next quarter's GNP is down 1.1 percent: consumption is negative; durables and nondurables are negative; industrial production is down to a 1.0 percent increase; housing starts and auto sales are at the lowest levels since 1983.""",no,,,,
19880210_491_2,CHAIRMAN GREENSPAN.,"""I'm sorry, you're quite right.""",yes,yes,,,
19880630_144_2,CHAIRMAN GREENSPAN.,"""Everyone is commenting explicitly that while the wage data don't show this, there's a subliminal sense of changing wage demand pressures.""",no,,,,
19880920_58_1,MR. PRELL.,"""Well, you're asking me to make a policy judgment, a subjective judgment about the short-run costs and benefits of a policy you have in mind.""",no,,,,
19881214_51_4,MR. HELLER.,"""Making minute adjustments at the bottom can balance the pyramid, but it's not at all clear that that will always avoid major movement of the pyramid either.""",yes,yes,utterance,,utterance
19890208_175_1,CHAIRMAN GREENSPAN.,"""Let me start off by requesting that each individual President and Governor try to get a final revised forecast for the Humphrey-Hawkins series to us prior to 3 p.m. on Friday, February 10 if that's at all possible.""",no,,,,
19890208_370_1,CHAIRMAN GREENSPAN.,"""Taking a rough score it appears that there is a significant weighting towards alternative ""I,"" so why don't I officially put that up for a formal vote.""",no,,,,
19890516_180_15,MR. BOYKIN.,"""Having been burned as badly as we were, we don't want to overstate that.""",yes,,,,
19890706_261_4,MR. JOHNSON.,"""What would that do to M2 growth or to the M2 money demand I guess is the way to put it?""",no,,,,
19890706_378_2,MR. KOHN.,"""Particularly if I take out the demand deposit component, which has had its own special influences with the compensating balances and whatnot, M2 is running stronger than we projected at the last meeting, and that's consistent with a slightly lower interest rate and a bounceback.""",no,,,,
19890706_456_2,MR. ANGELL.,"""But I did want [others] to be aware of the fact that some of that is a one-time deal and will not necessarily follow through.""",yes,no,,,
19891003_326_5,VICE CHAIRMAN CORRIGAN.,"""But let me take up a further [unintelligible] in terms of the intermediate-term outlook.""",no,,,,
19891219_231_2,CHAIRMAN GREENSPAN.,"""Actually, we may want to combine a couple of them.""",yes,no,,,
19891219_561_1,MR. PRELL.,"""But in a sense we don't have any real sacrifice occurring until we get out into 1991.""",yes,no,,,
19891219_660_13,MR. HOSKINS.,"""I expect variations quarter-by-quarter.""",yes,no,,,
19891219_807_1,MR. BOEHNE.,"""Mr. Chairman, I have no problem with what Governor Angell suggested.""",yes,yes,-5 sentences,ambiguous,
19900207_99_8,MR. KELLEY.,"""I don't know what has happened to this corner over here, Mr. Chairman.""",no,,,,
19900327_115_2,MR. PRELL.,"""I hope everyone--""",yes,,,,
19901113_6_3,MR. HOSKINS.,"""Sam, I didn't catch what you said in terms of our exposure now and where our ceiling is.""",no,,,,
19910206_54_6,MR. ANGELL.,"""If the Congress feels comfortable with the arrangement, I'm certainly on board in this context.""",yes,no,,,
19910206_236_13,MR. PARRY.,"""I have two interesting vignettes about the effect of the war on the economy, who is a very large retailer with stores predominantly in the West but also on the East Coast.""",no,,,,
19910703_213_1,MR. KOHN.,"""No, I guess I wouldn't.""",yes,yes,utterance,ambiguous,
19920205_258_4,MR. HENDRICKS.,"""But we really don't know how long it will take or how big it will be.""",no,,,,
19920331_77_1,CHAIRMAN GREENSPAN.,"""I don't think Peter is recommending that we--""",yes,,,,
19920818_76_7,MR. STOCKTON.,"""There was talk then that the trend had improved to maybe 2 percent or in excess of 2 percent and it turned out to be a disappointment that as we progressed through the decade we didn't see that kind of improvement.""",no,,,,
19921117_423_11,MR. KELLEY.,"""The essential part--the best public policy part--I think is most closely associated with the issue of the deliberative process.""",yes,no,,,
19930323_170_3,MR. BOEHNE.,"""While we need to be vigilant on inflation and avoid the mistakes of the past, we also need to look at the fundamentals when statistics are mixed.""",yes,yes,utterance,contradiction,utterance
19930518_13_1,CHAIRMAN GREENSPAN.,"""And thank you very much, indeed.""",no,,,,
19930707_121_1,MR. KELLEY.,"""I'm glad you asked!""",no,,,,
19930921_57_2,MR. PRELL.,"""One is that, as we are gauging it now, we believe that a reasonable estimate of potential output growth at this time is perhaps a shade below 2-1/2 percent.""",yes,yes,,,
19931116_839_15,MR. KELLEY.,"""Interestingly enough, the way I heard it--others who were there may have heard it differently--they were almost unanimous in seeing the risks on the down side, not the up side, for whatever that's worth.""",yes,yes,utterance,,utterance
19931221_189_5,MR. KELLEY.,"""I certainly support your prescription.""",yes,yes,-200+ tokens,contradiction,-200+ tokens
19940204_422_5,MR. SYRON.,"""As Larry Lindsey said, controlling prices is a mechanism for doing that.""",no,,,,
19940706_460_2,MR. LINDSEY.,"""However, I strongly, avidly am against asymmetry.""",yes,yes,,contradiction,
19950201_181_11,CHAIRMAN GREENSPAN.,"""It is an issue that could freeze our discussions at some point.""",no,,,,
19950706_127_1,MR. JORDAN.,"""Okay, and I have absolutely no problems with that.""",yes,no,,,
19950822_34_1,CHAIRMAN GREENSPAN.,"""I'm disappointed.""",yes,no,,,
19950926_225_13,CHAIRMAN GREENSPAN.,"""So, if anyone would like to comment --President Parry.""",no,,,,
19960131_287_4,MR. KELLEY.,"""With the inflation outlook as good as it is for the near and intermediate terms, all of this leaves us with room to move, and I support your recommendation as an insurance policy.""",yes,yes,utterance,contradiction,utterance
19960521_26_3,MR. PRELL.,"""Whereas, a couple of months ago, we saw the risks that herds would be cut back, the anecdotal evidence suggests that this process is now under way.""",no,,,,
19960703_427_8,MR. BROADDUS.,"""A decisive move like this would tend to reduce uncertainty in financial markets and elsewhere about the ultimate extent of the tightening we might be contemplating.""",no,,,,
19960703_526_14,MR. LINDSEY.,"""We viewed that as a long time, and we certainly did not want to go beyond a year.""",yes,no,,,
19961217_24_1,MR. BOEHNE.,"""That seems like a reasonable tradeoff.""",yes,no,,,
19970702_311_9,MR. STERN.,"""Secondly, if there is a NAIRU, it bounces around a lot.""",no,,,,
19980331_169_5,MR. POOLE.,"""It may turn out that the message is not what we want at the time it actually appears.""",no,,,,
19980519_97_1,CHAIRMAN GREENSPAN.,"""In that regard, the only really interesting statistic that we have is the response to a question we asked the purchasing managers, namely whether in their judgment the inventories of manufacturers' customers were too high, about right, or too low.""",no,,,,
19980701_397_6,CHAIRMAN GREENSPAN.,"""I would put it to Don Kohn to do the following if everyone is in agreement--[Laughter]""",no,,,,
19981117_128_2,MS. MINEHAN.,"""I totally agree.""",yes,no,,,
19990630_95_12,MR. STERN.,"""As far as the national economy is concerned, not surprisingly our VAR model remains quite optimistic.""",no,,,,
19991116_183_7,MR. KELLEY.,"""So, in my view, what appears in alternative I is the more appropriate presentation of how the FOMC leaves each meeting.""",yes,no,,,
19991116_241_1,MR. MEYER.,"""I just had a comment on the Chairman's latitude.""",no,,,,
20000516_87_7,MR. PRELL.,"""So, we believe that we need to move rates up still further for a period in order to rein in this expansion somewhat and restore a balance between aggregate supply and demand.""",yes,yes,sentence,entailment,sentence
20000628_203_3,MR. GUYNN.,"""Like our colleagues in Minneapolis, and I believe some from other Reserve Banks, we have been using a VAR model to try to gauge different inflation paths given different fed funds assumptions.""",no,,,,
20000822_165_2,CHAIRMAN GREENSPAN.,"""In any event Lynn, let's do that next time.""",no,,,,
20001003_2_2,MR. FISHER.,"""I will be referring to the package of charts with a peach cover.1 On the first page, as usual, is a chart depicting the forward rates.""",no,,,,
20001115_62_7,MR. POOLE.,"""My second comment is on an entirely different subject.""",no,,,,
20010320_119_8,MR. KELLEY.,"""While the financial markets are clamoring for it, the data from the real economy seem firmer than such a move might imply.""",no,,,,
20011106_122_5,MS. MINEHAN.,"""I found the starkness of your argument a little off-putting""",yes,yes,utterance,contradiction,utterance
20011211_57_10,MS. MINEHAN.,"""A related issue, I think, involves what you said in answer to President Jordan's question when you talked about excess capacity and your forecast of the unemployment rate and a declining rate of inflation even into 2003.""",yes,no,,,
20020626_87_1,MR. STOCKTON.,"""Mr. Chairman, may I make one clarifying comment just so there isn't any confusion about what David and John have shown on exhibit 6?""",no,,,,
20031209_50_3,MS. JOHNSON.,"""We think we see the exchange value of the dollar showing through to the gold prices, for example, and we think we see it in some commodity prices.""",yes,no,,,
20040128_303_3,CHAIRMAN GREENSPAN.,"""One would really have to argue that the bubble is in the bond market and not in the stock market, which raises interesting inflation expectations.""",yes,yes,sentence,,
20050630_30_8,MR. MOSKOW.,"""The other interesting dynamic, of course, is that as agricultural subsidies have increased so rapidly--they are now about 50 percent of net farm income--there's less concern about the value of land coming down.""",no,,,,
20050630_81_2,MR. RUDEBUSCH.,"""It seems as if there might be a threshold.""",yes,no,,,
20051213_48_5,MS. MINEHAN.,"""You probably have talked enough about this but I found that slowness in the pace of hiring a little disturbing after what we've been through.""",yes,no,,,
20060328_39_2,MR. LACKER.,"""So I was just wondering, does that result convey a lack of credibility in the estimated Taylor rule, or what do you think is going on there?""",no,,,,
20060629_163_6,MS. MINEHAN.,"""We need to be concerned about that at this time.""",yes,yes,-200+ tokens,contradiction,-200+ tokens
20060920_71_1,MR. STOCKTON.,"""I completely agree.""",yes,yes,utterance,contradiction,utterance
20061025_201_2,MS. YELLEN.,"""I support keeping rates unchanged.""",yes,yes,sentence,contradiction,sentence
20061212_15_5,MR. KOS.,"""If dealers see those flows, you will tend to get speculators who will follow it or try to front run it.""",no,,,,
20070321_232_1,MS. DANKER.,"""I'll take a stab at it.""",no,,,,
20071031_291_7,CHAIRMAN BERNANKE.,"""I will now give you the date of the next meeting, and I will adjourn the meeting.""",no,,,,
20071211_56_1,MR. STERN.,"""Dave, I'm having difficulty reconciling the employment and hours data for the current quarter with your forecast of no growth whatsoever.""",yes,no,,,
20080625_218_2,VICE CHAIRMAN GEITHNER.,"""I completely agree.""",yes,no,,,
20080805_63_3,MR. WILCOX.,"""I lost my train of thought here.""",no,,,,
20080805_71_3,MR. WILCOX.,"""You know, our ability to measure where that would leave house prices relative to some notion of fair valuation is incredibly imprecise.""",no,,,,
20081029_255_1,MR. FISHER.,"""Mr. Chairman, I would like to ask Governor Duke a question.""",no,,,,
19770118_544_9,CHAIRMAN BURNS.,"""Let me make this suggestion to the Committee, and then we will discuss this: that we vote on a range of 3 to 7 for M1, 7 to 11 for M2, and 4-1/4 to 5 for the federal funds rate but that the midpoint be treated asymmetrically--that is at 4-3/4 rather than 4-5/8.""",yes,yes,sentence,,
19770315_65_1,MR. BALLES.,"""I'd like to come back to Jerry's remarks on productivity and unit labor costs and ask him a question.""",no,,,,
19770419_61_5,MR. PARTEE.,"""I have not looked at it in detail.""",no,,,,
19770621_463_2,MR. HOLMES.,"""We can make a big issue of this, and maybe we should make an issue--I have in one or two cases, but--""",yes,no,,,
19770719_161_1,MR. BAUGHMAN.,"""I'm sorry, I can't hear you.""",no,,,,
19771018_245_2,MR. TRUMAN.,"""Yours may be a judgment, mine's a guess.""",no,,,,
19771115_143_1,MR. O'CONNELL.,"""President Baughman, the language in the Court of Appeals, I think, should be read much like in a parental circumstance, where mother says, ""Ask your father.""""",yes,no,,,
19780117_265_2,MR. LILLY.,"""So we are back where we've been right along and that's dependent on the consumer.""",no,,,,
19780418_163_9,MR. GUFFEY.,"""And that is not terribly good because that level of economic activity, coupled with the inflationary pressures, is all going to come crashing together.""",yes,yes,sentence,entailment,
19780516_20_5,CHAIRMAN MILLER.,"""Hearing no dissent, we shall so approve.""",no,,,,
19780516_365_1,MR. ROOS.,"""No sir, I think the idea is excellent.""",yes,no,,,
19780516_398_1,MR. BLACK.,"""Yes, I would criticize our earlier discussion for that ambiguity, Steve.""",yes,no,,,
19780620_1_7,CHAIRMAN MILLER.,"""Whether or not it would be wise, possible, desirable, or agreeable to temporarily suspend the ranges for M1 until we can find out what=s happening, I don=t know.""",yes,yes,sentence,neutral,utterance
19780620_317_2,CHAIRMAN MILLER.,"""Last month I would have preferred line 27; this month I prefer line 28 because I think we are going to have a very tough time operating--""",yes,yes,,,
19780620_393_13,CHAIRMAN MILLER.,"""It may mean that we will use other lines of communication that are more secure.""",no,,,,
19780919_225_8,MR. ROOS.,"""I might point out that on page 7 of the staff's projections for M1 growth, either alternative A or B would indicate nearly a 2 percentage point drop between the fourth quarter of '78 and the first quarter of '79 in aggregates growth, which I submit would lead to recession.""",yes,yes,sentence,entailment,utterance
19780919_256_1,MR. BAUGHMAN.,"""Mr. Chairman, would it be appropriate to take a consensus on what I think is essentially Paul Volcker's suggestion of 4 to 8 on the M1 range and the others as you [suggested]?""",no,,,,
19781017_189_12,MR. MAYO.,"""The way I read the consensus forecast outside of the Fed, our staff forecast for the next year is one of the highest, and I think we are too high.""",yes,yes,utterance,,utterance
19781017_236_14,MR. JACKSON.,"""With the number of variables that have already been mentioned around the table--and every time somebody speaks they mention another one I hadn't thought of--it strikes me that M1+ is the only reasonable one.""",yes,yes,sentence,entailment,utterance
19781121_293_1,MR. ALTMANN.,"""I think it's 6.""",yes,,,,
19790206_175_19,MR. BAUGHMAN.,"""That's all I have, Mr. Chainan.""",no,,,,
19790522_4_1,MR. MAYO.,"""I must add for the benefit of everyone else that this T-shirt is being offered to member banks for $ 2 . 0 0 and to nonmembers for $10.00.""",no,,,,
19790522_407_1,MR. PARTEE.,"""No, I would remain with $500 million.""",yes,ambiguous,,,
19790522_450_3,CHAIRMAN MILLER.,"""We're going to have that problem all over again with surpluses.""",yes,no,,,
19790711_413_1,MR.  PARTEE.,"""Well, I guess I'll take money market this time.""",yes,no,,,
19790814_248_4,MR. ROOS.,"""I subscribe, Mr. Chairman, to your introductory remarks.""",yes,yes,utterance,entailment,utterance
19791006_330_1,MR. BALLES.,"""Mr. Chairman, may I make a strong plea that you allow the rest of us to get in on this [discount rate action]?""",yes,yes,sentence,,
19791120_420_2,CHAIRMAN VOLCKER.,"""That's a straight compromise.""",no,,,,
19800109_401_4,MR. KICHLINE.,"""It is possible that we will be surprised.""",no,,,,
19800205_374_3,MR. WILLES.,"""We ought to respond less rather than more, the greater the uncertainty about the outlook.""",yes,yes,utterance,entailment,utterance
19800205_723_2,CHAIRMAN VOLCKER.,"""[We can comment on] any tentative feeling that we have about the second quarter but we don't have to put the second quarter into the directive, and I think it's probably inappropriate to put the second quarter in the directive at this point.""",yes,no,,,
19800422_103_3,MR. AXILROD.,"""It's true that we have them running down their liquid assets.""",no,,,,
19800520_400_3,CHAIRMAN VOLCKER.,"""I don't know for sure whether it will.""",yes,yes,utterance,,utterance
19800709_50_2,VICE CHAIRMAN SOLOMON.,"""I assume the members of this group are aware that there is one quasi-phony component in our current account calculation.""",no,,,,
19800916_353_7,VICE CHAIRMAN SOLOMON.,"""When I talk to people in the markets, they are not questioning our credibility or the steadiness of our policy at the moment.""",no,,,,
19801219_476_3,CHAIRMAN VOLCKER.,"""I don't know which you have in mind.""",no,,,,
19810203_410_1,VICE CHAIRMAN SOLOMON.,"""I don't know how important all of this is.""",yes,yes,-5 sentences,neutral,sentence
19810331_350_3,MR. CORRIGAN.,"""When I put it together, in terms of policy, I would not be allergic to giving a little more weight to M2 in line with one of the points that Steve made.""",yes,yes,sentence,,
19810707_706_1,CHAIRMAN VOLCKER.,"""Inevitably we have to [unintelligible].""",yes,yes,utterance,ambiguous,
19811006_231_2,MR. AXILROD.,"""I said the nontransactions component will rise relative to M-1B in this present environment.""",no,,,,
19811006_280_3,MR. FORD.,"""Even if we put it at a tiny fraction of the money market funds, we would say that M-1B has been somewhat stronger than it appears in the adjusted figures.""",yes,yes,sentence,,
19811117_554_1,MS. TEETERS.,"""I still don't like the phrase about phasing into next year.""",yes,no,,,
19811222_151_5,MR. ROOS.,"""So, what we do will have a direct bearing, at least as we look at it, rather than just psychological [effects on] decisions that businessmen might be making.""",yes,,,,
19811222_327_4,MR. CORRIGAN.,"""At least as far out as one can reasonably see, cash-type investments are probably going to continue to look pretty good.""",yes,yes,utterance,contradiction,utterance
19820202_183_4,MR. AXILROD.,"""That is the question, mostly, that we are trying to answer.""",no,,,,
19820330_165_7,MR. STERNLIGHT.,"""There could be that kind of cycling, but that might be a minor variation around the more underlying trend we're trying to achieve.""",no,,,,
19820518_245_3,MR. BLACK.,"""It seems to me that there are two main reasons why rates are staying up.""",yes,yes,sentence,contradiction,utterance
19821005_379_4,MR. BLACK.,"""But maybe I am dead wrong on this.""",yes,yes,utterance,entailment,utterance
19830209_1130_1,CHAIRMAN VOLCKER.,"""Lesser restraint would be acceptable in the context of appreciable slowing of growth in the aggregates to or below the paths implied by the long-term ranges, taking account of the distortions related to the introduction of new accounts.""",yes,yes,sentence,,sentence
19830209_1170_3,CHAIRMAN VOLCKER.,"""Lesser restraint would be acceptable in the context of appreciable slowing of growth in the aggregates to or below the paths implied by the long-term ranges, taking account of the distortions related to the introduction of new accounts.""",yes,yes,sentence,contradiction,
19830524_681_3,CHAIRMAN VOLCKER.,"""I'll promote $350 million again.""",yes,yes,-200+ tokens,contradiction,-200+ tokens
19830823_292_4,CHAIRMAN VOLCKER.,"""We should just be putting in ""all of their rise.""""",yes,no,,,
19840131_73_3,MR. PARTEE.,"""I thought there was supposed to be a lag of 6 months or so.""",no,,,,
19840327_42_5,CHAIRMAN VOLCKER.,"""I don't know if anybody else has a different recollection.""",no,,,,
19840327_1040_1,MR. GRAMLEY.,"""I don't think anybody's--""",ambiguous,,,,
19840522_352_2,VICE CHAIRMAN SOLOMON.,"""But I thought the practical implication of what you were saying was that you don't want the qualifier ""only"" inserted, which we didn't have in the previous directive.""",no,,,,
19840717_201_1,MR. CORRIGAN.,"""I'd go one step further even than Tony.""",yes,yes,utterance,,utterance
19840717_683_1,MR. GRAMLEY.,"""I would hope you would.""",yes,yes,-5 sentences,entailment,-5 sentences
