passage_id,date,article_type,title,url,passage_text,code
54,8/30/70,Archives,When hatred was turning to pity,https://www.nytimes.com/1970/08/30/archives/when-hatred-was-turning-to-pity-negro-negro.html,"Fortunately, many of the es says are free of racism and Communist dogmatism. There are five brief, but excellent es says by Zora Neale Hurston on black speech, religion and mu sic, an analysis of the still neglected black poet Sterling Brown (one of the editors of “The Negro Caravan”) by Alain Locke, W. E. B. Du Bois on “Black America” and George Padmore on Africa.",Mention of Scholarly Work
54,8/30/70,Archives,When hatred was turning to pity,https://www.nytimes.com/1970/08/30/archives/when-hatred-was-turning-to-pity-negro-negro.html,"Fortunately, many of the es says are free of racism and Communist dogmatism. There are five brief, but excellent es says by Zora Neale Hurston on black speech, religion and mu sic, an analysis of the still neglected black poet Sterling Brown (one of the editors of “The Negro Caravan”) by Alain Locke, W. E. B. Du Bois on “Black America” and George Padmore on Africa.",Collective Synecdoche
55,10/25/22,Opinion,Why I Keep Coming Back to Reconstruction,https://www.nytimes.com/2022/10/25/opinion/reconstruction-civil-war-du-bois.html,"This — the extent to which democracy in the South threatened to undermine the imperatives of capital — was simply too much for Northern industry to bear. And so it turned against abolition-democracy, already faltering as it was in the face of Southern reaction. “Brute force was allowed to use its unchecked power,” Du Bois writes, “to destroy the possibility of democracy in the South, and thereby make the transition from democracy to plutocracy all the easier and more inevitable.”",Scholar
55,10/25/22,Opinion,Why I Keep Coming Back to Reconstruction,https://www.nytimes.com/2022/10/25/opinion/reconstruction-civil-war-du-bois.html,"This — the extent to which democracy in the South threatened to undermine the imperatives of capital — was simply too much for Northern industry to bear. And so it turned against abolition-democracy, already faltering as it was in the face of Southern reaction. “Brute force was allowed to use its unchecked power,” Du Bois writes, “to destroy the possibility of democracy in the South, and thereby make the transition from democracy to plutocracy all the easier and more inevitable.”",Mention of Scholarly Work
56,4/23/88,Opinion,OBSERVER; Spelling Before Aristotle,https://www.nytimes.com/1988/04/23/opinion/observer-spelling-before-aristotle.html,"Not to discuss Aristotle, W. E. B. Du Bois and Carrie Chapman Catt, surely. Imagine a phone ringing at dinner time. Mother answers the call, listens, says, ''Father, it is our dear child phoning all the way from Stanford to talk to you.'' Father: Wants another cash infusion, I suppose. Mother: No, dear, it wants to discuss W. E. B. Du Bois's categorical imperative with you.",Collective Synecdoche
57,9/18/13,Business,"Inspired by Professor, Investor Makes Big Gift for Black Studies",https://dealbook.nytimes.com/2013/09/17/inspired-by-professor-investor-makes-big-gift-for-black-studies,"Mr. Hutchins said his initial donation was always meant as “hello money,” the start of what he called an intellectual partnership as well as a friendship. Mr. Hutchins and Professor Gates have collaborated
                                        on making the Harvard program “the unmatched juggernaut of African-American studies,” Mr. Hutchins said. Mr. Hutchins helped form an advisory board for the Du Bois Institute and introduced an array
                                        of potential donors to Professor Gates.",Monumental Memorialization
57,9/18/13,Business,"Inspired by Professor, Investor Makes Big Gift for Black Studies",https://dealbook.nytimes.com/2013/09/17/inspired-by-professor-investor-makes-big-gift-for-black-studies,"Mr. Hutchins said his initial donation was always meant as “hello money,” the start of what he called an intellectual partnership as well as a friendship. Mr. Hutchins and Professor Gates have collaborated
                                        on making the Harvard program “the unmatched juggernaut of African-American studies,” Mr. Hutchins said. Mr. Hutchins helped form an advisory board for the Du Bois Institute and introduced an array
                                        of potential donors to Professor Gates.",Out of the Mouth of Academics
58,9/4/15,New York,New Books on the City After War and After Buffalo,https://www.nytimes.com/2015/09/06/nyregion/new-books-on-the-city-after-war-and-after-buffalo.html,"Victory would anoint New York a world capital, but the fruits were ephemeral and, for some, illusory. In 1919, W. E. B. Du Bois hailed returning blacks from the 369th Infantry Regiment as “soldiers of democracy” who should “return fighting” for that ideal at home. It would be a long time coming.",Activist
58,9/4/15,New York,New Books on the City After War and After Buffalo,https://www.nytimes.com/2015/09/06/nyregion/new-books-on-the-city-after-war-and-after-buffalo.html,"Victory would anoint New York a world capital, but the fruits were ephemeral and, for some, illusory. In 1919, W. E. B. Du Bois hailed returning blacks from the 369th Infantry Regiment as “soldiers of democracy” who should “return fighting” for that ideal at home. It would be a long time coming.",Social/Political Advocacy
59,10/31/91,New York,CUNY to Hear Charges Of Jeffries Death Threat,https://www.nytimes.com/1991/10/31/nyregion/cuny-to-hear-charges-of-jeffries-death-threat.html,"Mr. Morgan said Dr. Jeffries called The Crimson a ""Jewish newspaper"" and made derogatory comments about Henry Louis Gates Jr., director of Harvard's W. E. B. Du Bois Institute for African-American Research.",Monumental Memorialization
59,10/31/91,New York,CUNY to Hear Charges Of Jeffries Death Threat,https://www.nytimes.com/1991/10/31/nyregion/cuny-to-hear-charges-of-jeffries-death-threat.html,"Mr. Morgan said Dr. Jeffries called The Crimson a ""Jewish newspaper"" and made derogatory comments about Henry Louis Gates Jr., director of Harvard's W. E. B. Du Bois Institute for African-American Research.",Out of the Mouth of Academics
60,9/24/76,Archives,THE BLACK FAMILY RECONSIDERED: III,https://www.nytimes.com/1976/09/24/archives/the-black-family-reconsidered-iii-in-the-south-and-in-harlem.html,"Early in this century, the black historian and sociologist W. E. B. Du Bois complained, that “sociologists gleefully count . . . bastards,” reminding them that “to be a poor man is hard, but to be a poor race in a land of dollars is the very bottom of hardships.” That is still true.",Scholar
60,9/24/76,Archives,THE BLACK FAMILY RECONSIDERED: III,https://www.nytimes.com/1976/09/24/archives/the-black-family-reconsidered-iii-in-the-south-and-in-harlem.html,"Early in this century, the black historian and sociologist W. E. B. Du Bois complained, that “sociologists gleefully count . . . bastards,” reminding them that “to be a poor man is hard, but to be a poor race in a land of dollars is the very bottom of hardships.” That is still true.",Mention of Scholarly Work
61,9/25/91,Education,"In Campus Debate On New Orthodoxy, A Counteroffensive",https://www.nytimes.com/1991/09/25/education/in-campus-debate-on-new-orthodoxy-a-counteroffensive.html,"Now, among other efforts, 30 notable scholars, including Stanley Fish, chairman of the English department at Duke University, and Henry Louis Gates Jr., a professor of English at Harvard University and director of the W. E. B. Du Bois Institute for African-American Research, are organizing a group called Teachers for a Democratic Culture to lead the counteroffensive. They condemn the storm over political correctness, or P.C. -- a grab-bag term used to indict multiculturalism, militant feminism, radical literary theory and everything academic conservatives love to hate -- as an attempt to derail affirmative action and legitimate efforts to revise curriculum.",Monumental Memorialization
61,9/25/91,Education,"In Campus Debate On New Orthodoxy, A Counteroffensive",https://www.nytimes.com/1991/09/25/education/in-campus-debate-on-new-orthodoxy-a-counteroffensive.html,"Now, among other efforts, 30 notable scholars, including Stanley Fish, chairman of the English department at Duke University, and Henry Louis Gates Jr., a professor of English at Harvard University and director of the W. E. B. Du Bois Institute for African-American Research, are organizing a group called Teachers for a Democratic Culture to lead the counteroffensive. They condemn the storm over political correctness, or P.C. -- a grab-bag term used to indict multiculturalism, militant feminism, radical literary theory and everything academic conservatives love to hate -- as an attempt to derail affirmative action and legitimate efforts to revise curriculum.",Social/Political Advocacy
61,9/25/91,Education,"In Campus Debate On New Orthodoxy, A Counteroffensive",https://www.nytimes.com/1991/09/25/education/in-campus-debate-on-new-orthodoxy-a-counteroffensive.html,"Now, among other efforts, 30 notable scholars, including Stanley Fish, chairman of the English department at Duke University, and Henry Louis Gates Jr., a professor of English at Harvard University and director of the W. E. B. Du Bois Institute for African-American Research, are organizing a group called Teachers for a Democratic Culture to lead the counteroffensive. They condemn the storm over political correctness, or P.C. -- a grab-bag term used to indict multiculturalism, militant feminism, radical literary theory and everything academic conservatives love to hate -- as an attempt to derail affirmative action and legitimate efforts to revise curriculum.",Out of the Mouth of Academics
61,9/25/91,Education,"In Campus Debate On New Orthodoxy, A Counteroffensive",https://www.nytimes.com/1991/09/25/education/in-campus-debate-on-new-orthodoxy-a-counteroffensive.html,"Now, among other efforts, 30 notable scholars, including Stanley Fish, chairman of the English department at Duke University, and Henry Louis Gates Jr., a professor of English at Harvard University and director of the W. E. B. Du Bois Institute for African-American Research, are organizing a group called Teachers for a Democratic Culture to lead the counteroffensive. They condemn the storm over political correctness, or P.C. -- a grab-bag term used to indict multiculturalism, militant feminism, radical literary theory and everything academic conservatives love to hate -- as an attempt to derail affirmative action and legitimate efforts to revise curriculum.",Out of the Mouth of Activists
62,6/13/93,Archives,ATTRACTIONS,https://www.nytimes.com/1993/06/13/news/attractions.html,"SCHOMBURG CENTER FOR RESEARCH IN BLACK CULTURE, 515 Lenox Avenue, at 135th Street, Manhattan. The center's holdings include audio tapes of W. E. B. Du Bois and Booker T. Washington; the original manuscript of Richard Wright's novel ""Native Son,"" and thousands of other documents, paintings and photographs. The main exhibition now is ""The African Presence in the Americas: 500 Years of Tradition and Transformation,"" with maps, photographs, lithographs and memorabilia. Also on view is ""African-Americans in Space Science,"" an exploration of black involvement in science and technology. (Both shows run through Dec. 31.) Other events include a screening of ""To Sleep With Anger,"" a film with Danny Glover, Sheryl Lee Ralph, Mary Alice and Vonetta McGee, to be followed by a discussion with Charles Burnett, the film's director (today at 3 P.M.), and a holiday open house featuring the Forces of Nature dancers and the Abyssinian Baptist Church Choir (Dec. 22 at 3 P.M.). Hours: Mondays and Tuesdays from noon to 8 P.M.; Wednesdays and Fridays from noon to 6 P.M.; Saturdays from 10 A.M. to 6 P.M., closed Sundays, Thursdays and holidays. Free. Information: (212) 491-2200.",Out of the Mouth of Academics
63,11/21/23,Opinion,‘The Ezra Klein Show’ Book Recommendations (2021),https://www.nytimes.com/2023/11/21/opinion/the-ezra-klein-show-book-recommendations-2021.html,"“Black Reconstruction in America, 1860-1880” by W. E. B. Du Bois",Scholar
63,11/21/23,Opinion,‘The Ezra Klein Show’ Book Recommendations (2021),https://www.nytimes.com/2023/11/21/opinion/the-ezra-klein-show-book-recommendations-2021.html,"“Black Reconstruction in America, 1860-1880” by W. E. B. Du Bois",Mention of Scholarly Work
64,6/12/94,Magazine,A Bridge Too Far?; Benjamin Chavis,https://www.nytimes.com/1994/06/12/magazine/a-bridge-too-far-benjamin-chavis.html,"In April, Chavis, who is 46, completed his first year as executive director of the Baltimore-based N.A.A.C.P., and it is fair to say that in that short time Chavis has not punked out. He has placed himself at the epicenter of a vigorous, heated debate over what direction the once-vital civil rights movement should take. In the simplest of terms, the debate has pitted longtime integrationists against a growing black nationalist sentiment. It is what one historian calls ""a timeless conundrum"" that ripens with each new generation of black leaders. W. E .B. Du Bois debated Booker T. Washington on just that subject; the Rev. Martin Luther King Jr. tangled with Malcolm X.",Activist
64,6/12/94,Magazine,A Bridge Too Far?; Benjamin Chavis,https://www.nytimes.com/1994/06/12/magazine/a-bridge-too-far-benjamin-chavis.html,"In April, Chavis, who is 46, completed his first year as executive director of the Baltimore-based N.A.A.C.P., and it is fair to say that in that short time Chavis has not punked out. He has placed himself at the epicenter of a vigorous, heated debate over what direction the once-vital civil rights movement should take. In the simplest of terms, the debate has pitted longtime integrationists against a growing black nationalist sentiment. It is what one historian calls ""a timeless conundrum"" that ripens with each new generation of black leaders. W. E .B. Du Bois debated Booker T. Washington on just that subject; the Rev. Martin Luther King Jr. tangled with Malcolm X.",Social/Political Advocacy
64,6/12/94,Magazine,A Bridge Too Far?; Benjamin Chavis,https://www.nytimes.com/1994/06/12/magazine/a-bridge-too-far-benjamin-chavis.html,"In April, Chavis, who is 46, completed his first year as executive director of the Baltimore-based N.A.A.C.P., and it is fair to say that in that short time Chavis has not punked out. He has placed himself at the epicenter of a vigorous, heated debate over what direction the once-vital civil rights movement should take. In the simplest of terms, the debate has pitted longtime integrationists against a growing black nationalist sentiment. It is what one historian calls ""a timeless conundrum"" that ripens with each new generation of black leaders. W. E .B. Du Bois debated Booker T. Washington on just that subject; the Rev. Martin Luther King Jr. tangled with Malcolm X.",Collective Synecdoche
66,10/1/72,Archives,The nationalist vs. the integrationist,https://www.nytimes.com/1972/10/01/archives/the-nationalist-vs-the-integrationist-ideological-foes.html,"The Marcus Garvey move ment, which reached its ze nith in the early nineteen twenties, saw thousands of blacks rally to the banner of “Back to Africa” and the cre ation of a black empire on that continent. Even some blacks who vehemently dis agreed with Garvey about his African plans nonetheless felt that the development of sepa rate black organizations and institutions in this country was the wisest course to pur sue. This issue was perhaps the major one dividing Dr. W. E. B. Du Bois and the or ganization he helped to found, the N.A.A.C.P. In the nineteen‐thirties, Du Bois be gan to advocate a particular kind of black economic na tionalism. While he denied that it was either nationalism or a segregated economy he was proposing, he did say: “The only thing that we not only can, but must, do is vol untarily and insistently to or ganize our economic and so cial power, no matter how much segregation it involves. Learn to associate with our selves and to train ourselves for effective association. Or ganize our strength as con sumers; learn to cooperate and use machines and power as producers; train ourselves in methods of democratic con trol within our own group. Run and support our own in stitution.”",Activist
66,10/1/72,Archives,The nationalist vs. the integrationist,https://www.nytimes.com/1972/10/01/archives/the-nationalist-vs-the-integrationist-ideological-foes.html,"The Marcus Garvey move ment, which reached its ze nith in the early nineteen twenties, saw thousands of blacks rally to the banner of “Back to Africa” and the cre ation of a black empire on that continent. Even some blacks who vehemently dis agreed with Garvey about his African plans nonetheless felt that the development of sepa rate black organizations and institutions in this country was the wisest course to pur sue. This issue was perhaps the major one dividing Dr. W. E. B. Du Bois and the or ganization he helped to found, the N.A.A.C.P. In the nineteen‐thirties, Du Bois be gan to advocate a particular kind of black economic na tionalism. While he denied that it was either nationalism or a segregated economy he was proposing, he did say: “The only thing that we not only can, but must, do is vol untarily and insistently to or ganize our economic and so cial power, no matter how much segregation it involves. Learn to associate with our selves and to train ourselves for effective association. Or ganize our strength as con sumers; learn to cooperate and use machines and power as producers; train ourselves in methods of democratic con trol within our own group. Run and support our own in stitution.”",Social/Political Advocacy
66,10/1/72,Archives,The nationalist vs. the integrationist,https://www.nytimes.com/1972/10/01/archives/the-nationalist-vs-the-integrationist-ideological-foes.html,"The Marcus Garvey move ment, which reached its ze nith in the early nineteen twenties, saw thousands of blacks rally to the banner of “Back to Africa” and the cre ation of a black empire on that continent. Even some blacks who vehemently dis agreed with Garvey about his African plans nonetheless felt that the development of sepa rate black organizations and institutions in this country was the wisest course to pur sue. This issue was perhaps the major one dividing Dr. W. E. B. Du Bois and the or ganization he helped to found, the N.A.A.C.P. In the nineteen‐thirties, Du Bois be gan to advocate a particular kind of black economic na tionalism. While he denied that it was either nationalism or a segregated economy he was proposing, he did say: “The only thing that we not only can, but must, do is vol untarily and insistently to or ganize our economic and so cial power, no matter how much segregation it involves. Learn to associate with our selves and to train ourselves for effective association. Or ganize our strength as con sumers; learn to cooperate and use machines and power as producers; train ourselves in methods of democratic con trol within our own group. Run and support our own in stitution.”",Coalition Building
68,4/30/19,Obituaries,"Martin Kilson, Scholar and Racial Pathbreaker at Harvard, Dies at 88",https://www.nytimes.com/2019/04/30/obituaries/martin-kilson-dead.html,"Professor Kilson encountered Du Bois, the pioneering urban sociologist who was a founder of the N.A.A.C.P., as a freshman at Lincoln University, a historically black college in Oxford, Pa. Du Bois had come to the campus to encourage its students to become part of the educated, community-based black leadership he called “The Talented Tenth,” calling on them to help improve the lives of needy black people. Du Bois remained an influence throughout Professor Kilson’s career. In his book “Transformation of the African-American Intelligentsia, 1880-2012” (2014), he wrote that “it is a moral imperative for today’s variant of Du Bois’s ‘Talented Tenth’ to mobilize its new socioeconomic and political resources to help ameliorate some of the social crises that now plague about 40 percent of African-American families.”",Scholar
68,4/30/19,Obituaries,"Martin Kilson, Scholar and Racial Pathbreaker at Harvard, Dies at 88",https://www.nytimes.com/2019/04/30/obituaries/martin-kilson-dead.html,"Professor Kilson encountered Du Bois, the pioneering urban sociologist who was a founder of the N.A.A.C.P., as a freshman at Lincoln University, a historically black college in Oxford, Pa. Du Bois had come to the campus to encourage its students to become part of the educated, community-based black leadership he called “The Talented Tenth,” calling on them to help improve the lives of needy black people. Du Bois remained an influence throughout Professor Kilson’s career. In his book “Transformation of the African-American Intelligentsia, 1880-2012” (2014), he wrote that “it is a moral imperative for today’s variant of Du Bois’s ‘Talented Tenth’ to mobilize its new socioeconomic and political resources to help ameliorate some of the social crises that now plague about 40 percent of African-American families.”",Activist
68,4/30/19,Obituaries,"Martin Kilson, Scholar and Racial Pathbreaker at Harvard, Dies at 88",https://www.nytimes.com/2019/04/30/obituaries/martin-kilson-dead.html,"Professor Kilson encountered Du Bois, the pioneering urban sociologist who was a founder of the N.A.A.C.P., as a freshman at Lincoln University, a historically black college in Oxford, Pa. Du Bois had come to the campus to encourage its students to become part of the educated, community-based black leadership he called “The Talented Tenth,” calling on them to help improve the lives of needy black people. Du Bois remained an influence throughout Professor Kilson’s career. In his book “Transformation of the African-American Intelligentsia, 1880-2012” (2014), he wrote that “it is a moral imperative for today’s variant of Du Bois’s ‘Talented Tenth’ to mobilize its new socioeconomic and political resources to help ameliorate some of the social crises that now plague about 40 percent of African-American families.”",Mention of Scholarly Work
68,4/30/19,Obituaries,"Martin Kilson, Scholar and Racial Pathbreaker at Harvard, Dies at 88",https://www.nytimes.com/2019/04/30/obituaries/martin-kilson-dead.html,"Professor Kilson encountered Du Bois, the pioneering urban sociologist who was a founder of the N.A.A.C.P., as a freshman at Lincoln University, a historically black college in Oxford, Pa. Du Bois had come to the campus to encourage its students to become part of the educated, community-based black leadership he called “The Talented Tenth,” calling on them to help improve the lives of needy black people. Du Bois remained an influence throughout Professor Kilson’s career. In his book “Transformation of the African-American Intelligentsia, 1880-2012” (2014), he wrote that “it is a moral imperative for today’s variant of Du Bois’s ‘Talented Tenth’ to mobilize its new socioeconomic and political resources to help ameliorate some of the social crises that now plague about 40 percent of African-American families.”",Coalition Building
68,4/30/19,Obituaries,"Martin Kilson, Scholar and Racial Pathbreaker at Harvard, Dies at 88",https://www.nytimes.com/2019/04/30/obituaries/martin-kilson-dead.html,"Professor Kilson encountered Du Bois, the pioneering urban sociologist who was a founder of the N.A.A.C.P., as a freshman at Lincoln University, a historically black college in Oxford, Pa. Du Bois had come to the campus to encourage its students to become part of the educated, community-based black leadership he called “The Talented Tenth,” calling on them to help improve the lives of needy black people. Du Bois remained an influence throughout Professor Kilson’s career. In his book “Transformation of the African-American Intelligentsia, 1880-2012” (2014), he wrote that “it is a moral imperative for today’s variant of Du Bois’s ‘Talented Tenth’ to mobilize its new socioeconomic and political resources to help ameliorate some of the social crises that now plague about 40 percent of African-American families.”",Out of the Mouth of Academics
69,2/3/09,New York,A Crash Course for New York’s Newest Senator,https://cityroom.blogs.nytimes.com/2009/02/03/a-crash-course-for-new-yorks-newest-senator,"Jack Kerouac’s former Ozone Park home will be part of a historic spring trolley tour through
                                        Queens that also includes the wedding site of W. E. B. Du Bois, Jackie Robinson’s home and Malcolm X’s home. [Daily News]",Collective Synecdoche
70,11/3/96,Education,Can Harvard's Powerhouse Alter the Course of Black Studies?,https://www.nytimes.com/1996/11/03/education/can-harvard-s-powerhouse-alter-the-course-of-black-studies.html,"Whether you accept his notion of the field in general, it's hard not to be stunned by how much is now going on in the department and the Du Bois Institute. Mr. Gates and Mr. Appiah, as co-editors, are hard at work on a breathtakingly ambitious revival of Du Bois' greatest dream, an Encyclopedia Africana of the entire African experience, both on the continent and around the world. There are already parts of a pilot version on CD-ROM with plans to eventually do the work on line, on disk and in print. In 1994, Harvard became home to the Image of the Black in Western Art photo archive, started in 1960 by Jean and Dominique de Menil of Houston, which documents 5,000 years of the representation of blacks in Western art in various media.",Monumental Memorialization
70,11/3/96,Education,Can Harvard's Powerhouse Alter the Course of Black Studies?,https://www.nytimes.com/1996/11/03/education/can-harvard-s-powerhouse-alter-the-course-of-black-studies.html,"Whether you accept his notion of the field in general, it's hard not to be stunned by how much is now going on in the department and the Du Bois Institute. Mr. Gates and Mr. Appiah, as co-editors, are hard at work on a breathtakingly ambitious revival of Du Bois' greatest dream, an Encyclopedia Africana of the entire African experience, both on the continent and around the world. There are already parts of a pilot version on CD-ROM with plans to eventually do the work on line, on disk and in print. In 1994, Harvard became home to the Image of the Black in Western Art photo archive, started in 1960 by Jean and Dominique de Menil of Houston, which documents 5,000 years of the representation of blacks in Western art in various media.",Out of the Mouth of Academics
71,11/22/83,Obituaries,"ALLISON DAVIS, PSYCHOLOGIST, DIES; WROTE ABOUT BLACKS IN AMERICA",https://www.nytimes.com/1983/11/22/obituaries/allison-davis-psychologist-dies-wrote-about-blacks-in-america.html,"He was the author or co-author of 10 books, among them ''Children of Bondage,'' ''Deep South,'' ''Father of the Man'' and ''Social-Class Influences Upon Learning.'' His latest work, ''Leadership, Love & Aggression,'' published last September by Harcourt Brace Jovanovich, is a psychological study of four black leaders: Frederick Douglass, W. E. B. Du Bois, Richard Wright and the Rev. Dr. Martin Luther King Jr.",Activist
71,11/22/83,Obituaries,"ALLISON DAVIS, PSYCHOLOGIST, DIES; WROTE ABOUT BLACKS IN AMERICA",https://www.nytimes.com/1983/11/22/obituaries/allison-davis-psychologist-dies-wrote-about-blacks-in-america.html,"He was the author or co-author of 10 books, among them ''Children of Bondage,'' ''Deep South,'' ''Father of the Man'' and ''Social-Class Influences Upon Learning.'' His latest work, ''Leadership, Love & Aggression,'' published last September by Harcourt Brace Jovanovich, is a psychological study of four black leaders: Frederick Douglass, W. E. B. Du Bois, Richard Wright and the Rev. Dr. Martin Luther King Jr.",Out of the Mouth of Academics
71,11/22/83,Obituaries,"ALLISON DAVIS, PSYCHOLOGIST, DIES; WROTE ABOUT BLACKS IN AMERICA",https://www.nytimes.com/1983/11/22/obituaries/allison-davis-psychologist-dies-wrote-about-blacks-in-america.html,"He was the author or co-author of 10 books, among them ''Children of Bondage,'' ''Deep South,'' ''Father of the Man'' and ''Social-Class Influences Upon Learning.'' His latest work, ''Leadership, Love & Aggression,'' published last September by Harcourt Brace Jovanovich, is a psychological study of four black leaders: Frederick Douglass, W. E. B. Du Bois, Richard Wright and the Rev. Dr. Martin Luther King Jr.",Collective Synecdoche
72,12/15/06,Opinion,Another Black History Trail,https://www.nytimes.com/2006/12/15/opinion/another-black-history-trail-840726.html,"To the Editor: Concerning ""Once a Hub of Strife, Boston Woos Black Tourists""(Dec. 8), an African-American heritage trail can be found closer to New York. The newly designated Upper Housatonic Valley National Heritage Area recently published a guidebook, ""African American Heritage in the Upper Housatonic Valley,"" which describes the rich heritage in northwestern Connecticut and the Berkshires of Massachusetts. Among the sites are the W. E. B. Du Bois River Garden in Great Barrington, Mass., Du Bois's hometown, and the Col. John Ashley House in Sheffield, Mass., where in the early 1780s Elizabeth Freeman, also known as Mumbet, began the fight that helped end slavery in Massachusetts. For more information, see www.africanamericantrail.org.",Monumental Memorialization
72,12/15/06,Opinion,Another Black History Trail,https://www.nytimes.com/2006/12/15/opinion/another-black-history-trail-840726.html,"To the Editor: Concerning ""Once a Hub of Strife, Boston Woos Black Tourists""(Dec. 8), an African-American heritage trail can be found closer to New York. The newly designated Upper Housatonic Valley National Heritage Area recently published a guidebook, ""African American Heritage in the Upper Housatonic Valley,"" which describes the rich heritage in northwestern Connecticut and the Berkshires of Massachusetts. Among the sites are the W. E. B. Du Bois River Garden in Great Barrington, Mass., Du Bois's hometown, and the Col. John Ashley House in Sheffield, Mass., where in the early 1780s Elizabeth Freeman, also known as Mumbet, began the fight that helped end slavery in Massachusetts. For more information, see www.africanamericantrail.org.",Social/Political Advocacy
73,6/23/96,Opinion,We Knew What Glory Was,https://www.nytimes.com/1996/06/23/opinion/we-knew-what-glory-was.html," During every service, I watched as my father, in high Baptist style, ""picture painted"" the stories of Moses and Job, Ruth and Esther. I listened as he moaned and hummed and sang the tales of W. E. B. Du Bois and Frederick Douglass, the Scottsboro Boys and Emmett Till. I clapped for joy as he brought the worshipers to their feet with promises of survival now and salvation later. In that place, at that time, we knew what glory was. ",Social/Political Advocacy
73,6/23/96,Opinion,We Knew What Glory Was,https://www.nytimes.com/1996/06/23/opinion/we-knew-what-glory-was.html," During every service, I watched as my father, in high Baptist style, ""picture painted"" the stories of Moses and Job, Ruth and Esther. I listened as he moaned and hummed and sang the tales of W. E. B. Du Bois and Frederick Douglass, the Scottsboro Boys and Emmett Till. I clapped for joy as he brought the worshipers to their feet with promises of survival now and salvation later. In that place, at that time, we knew what glory was. ",Out of the Mouth of Activists
73,6/23/96,Opinion,We Knew What Glory Was,https://www.nytimes.com/1996/06/23/opinion/we-knew-what-glory-was.html," During every service, I watched as my father, in high Baptist style, ""picture painted"" the stories of Moses and Job, Ruth and Esther. I listened as he moaned and hummed and sang the tales of W. E. B. Du Bois and Frederick Douglass, the Scottsboro Boys and Emmett Till. I clapped for joy as he brought the worshipers to their feet with promises of survival now and salvation later. In that place, at that time, we knew what glory was. ",Collective Synecdoche
74,12/15/10,New York,Discovering a Grandfather’s Link to Civil Rights,https://cityroom.blogs.nytimes.com/2010/12/15/discovering-a-grandfathers-link-to-civil-rights,"“I learned that Haynes had been a protégé of W. E. B. Du Bois, who used to visit our house,” Bruce Haynes said. “He was the first African-American to earn a Ph.D. from Columbia University.
                                        He was also the first prominent black labor economist and one of the first black urban sociologists in the country. I learned that he was the first scholar to examine the Great Migration in sociological terms and
                                        to predict the flood of southern Negro migrants to the urban North, and that he founded the Social Sciences Department at Fisk University.”",Out of the Mouth of Academics
75,3/9/98,Business,Heirs Try to Keep A Black Press Heritage Alive,https://www.nytimes.com/1998/03/09/business/heirs-try-to-keep-a-black-press-heritage-alive.html,"The Defender, a tabloid, helped nurture the careers of writers like Langston Hughes and W. E. B. Du Bois, a founder of the National Association for the Advancement of Colored People. And long before white politicians began to oppose the South's Jim Crow laws, The Defender published editorials decrying the treatment of black sharecroppers and promising a better life in Chicago's factories.",Activist
75,3/9/98,Business,Heirs Try to Keep A Black Press Heritage Alive,https://www.nytimes.com/1998/03/09/business/heirs-try-to-keep-a-black-press-heritage-alive.html,"The Defender, a tabloid, helped nurture the careers of writers like Langston Hughes and W. E. B. Du Bois, a founder of the National Association for the Advancement of Colored People. And long before white politicians began to oppose the South's Jim Crow laws, The Defender published editorials decrying the treatment of black sharecroppers and promising a better life in Chicago's factories.",Social/Political Advocacy
75,3/9/98,Business,Heirs Try to Keep A Black Press Heritage Alive,https://www.nytimes.com/1998/03/09/business/heirs-try-to-keep-a-black-press-heritage-alive.html,"The Defender, a tabloid, helped nurture the careers of writers like Langston Hughes and W. E. B. Du Bois, a founder of the National Association for the Advancement of Colored People. And long before white politicians began to oppose the South's Jim Crow laws, The Defender published editorials decrying the treatment of black sharecroppers and promising a better life in Chicago's factories.",Coalition Building
75,3/9/98,Business,Heirs Try to Keep A Black Press Heritage Alive,https://www.nytimes.com/1998/03/09/business/heirs-try-to-keep-a-black-press-heritage-alive.html,"The Defender, a tabloid, helped nurture the careers of writers like Langston Hughes and W. E. B. Du Bois, a founder of the National Association for the Advancement of Colored People. And long before white politicians began to oppose the South's Jim Crow laws, The Defender published editorials decrying the treatment of black sharecroppers and promising a better life in Chicago's factories.",Collective Synecdoche
76,11/11/07,U.S.,"In DNA Era, New Worries About Prejudice",https://www.nytimes.com/2007/11/11/us/11dna.html,"“We are living through an era of the ascendance of biology, and we have to be very careful,” said Henry Louis Gates Jr., director of the W. E. B. Du Bois Institute for African and African American Research at Harvard University. “We will all be walking a fine line between using biology and allowing it to be abused.” ",Monumental Memorialization
76,11/11/07,U.S.,"In DNA Era, New Worries About Prejudice",https://www.nytimes.com/2007/11/11/us/11dna.html,"“We are living through an era of the ascendance of biology, and we have to be very careful,” said Henry Louis Gates Jr., director of the W. E. B. Du Bois Institute for African and African American Research at Harvard University. “We will all be walking a fine line between using biology and allowing it to be abused.” ",Out of the Mouth of Academics
77,4/24/11,New York,"In New York’s Schools Chief, a Knack for Quiet Conciliation",https://www.nytimes.com/2011/04/24/nyregion/dennis-walcott-brings-softer-touch-to-chancellor-role.html,"It was “Leave It to Beaver,” but black, to hear Mr. Walcott describe his childhood in the Addisleigh Park section of southeast Queens, a destination for ambitious émigrés from Harlem and Brooklyn that was already dotted with celebrities like John Coltrane, Ella Fitzgerald, and W. E. B. Du Bois.",Collective Synecdoche
